ref,hyp,wer,cer,duration_sec,n_ref_words
однако изза медленных каналов связи стили на западе могут отставать на 2530 лет,однако изза медленных каналов связи стили на западе могут отставать на 2530 лет,0.0,0.0,7.32,13
через два года после окончания войны бывшие союзники стали врагами и началась холодная война,через два года после окончания войны бывшие союзники стали врагами и началась холодная война,0.0,0.0,7.44,14
не подвергайте ткань воздействию слишком высокой температуры что может привести к усадке или в очень редких случаях к ожогу,не подвергайте ткань воздействия слишком высокой температуры что может привести к усадке или в очень редких случаях к ожогу,0.0526,0.0081,8.88,19
гаитянский институт справедливости и демократии сослался на независимое исследование которое предполагает что непальский миротворческий батальон оон непреднамеренно завёз заболевание в гаити,гаитянский институт справедливости и демократии сослался на независимое исследование которое предполагает что непальский миротворческий батальон оон непреднамеренно завез заболевания в гаити,0.0952,0.0105,14.34,21
капустный сок меняет цвет в зависимости от того насколько кислотным или щелочным является химическое вещество,капустный сок меняет цвет в зависимости от того насколько кислотным или щелочным является химическое вещество,0.0,0.0,10.74,15
бухта была местом печально известного военноморского противостояния в 1889 году когда семь кораблей из германии сша и британии отказались покидать бухту,бухта была местом печально известного военноморского противостояния в 1889 году когда семь кораблей из германии сша и британии отказались покидать бухту,0.0,0.0,12.36,21
учёные надеются понять как образуются планеты особенно то как образовалась земля поскольку кометы сталкивались с землёй очень давно,ученые надеются понять как образуются планеты особенно то как образовалась земля поскольку кометы сталкивались с землей очень давно,0.1111,0.0153,9.36,18
атомная бомба работает на том принципе что для того чтобы много протонов и нейтронов находились в одном ядре необходима энергия,атомная бомба работает на том принципе что для того чтобы много протонов и нейтронов находилось в одном ядре необходима энергия,0.05,0.0079,11.7,20
канцелярия губернатора сообщила что 19 из раненных были офицерами полиции,канцелярия губернатора сообщила что 19 израненных были офицерами полиции,0.2,0.0137,6.24,10
большинство современных исследовательских телескопов это огромные сооружения в удаленных местах с благоприятными атмосферными условиями,большинство современных исследовательских телескопов это огромные сооружения в удаленных местах с благоприятными атмосферными условиями,0.0,0.0,10.8,14
вчера утром возле главного полицейского управления газиантепа турция был подорван автомобиль в результате чего погибли 2 полицейских и еще более 20 человек получили ранения,вчера утром возле главного полицейского управления газиантепа турция был подорван автомобиль в результате чего погибли два полицейских и еще более 20 человек получили ранения,0.0417,0.0174,16.68,24
джанкарло физикелла потерял контроль над управлением своим автомобилем и завершил гонку вскоре после старта,джанкарло физикела потерял контроль над управлением своим автомобилем и завершил гонку вскоре после старта,0.0714,0.0093,8.28,14
ученые смогли сделать вывод что темная материя воздействует на другую темную материю так же как и в случае с обычной материей,ученые смогли сделать вывод что темная материя воздействует на другую темную материю так же как и в случае с обычной материей,0.0,0.0,9.12,21
одним из наиболее распространённых методов используемых для иллюстрации важности социализации является иллюстрация нескольких прискорбных случаев когда дети изза отсутствия должного внимания неудачного стечения обстоятельств или умышленного жестокого обращения не контактировали со взрослыми во время своего взросления,одним из наиболее распространенных методов используемых для иллюстрации важности социализации является иллюстрация нескольких прискорбных случаев когда дети изза отсутствия должного внимания неудачного стечения птелиц или умышленного жестокого обращения не контактировали со взрослыми во время своего взросления,0.0556,0.0346,23.16,36
дюваль который женат и имеет двух совершеннолетних детей не произвел большого впечатления на миллера которому рассказали эту историю,дюваль который женат и имеет двух совершеннолетних детей не произвол большого впечатления на миллера которому рассказывали эту историю,0.1111,0.0227,11.7,18
либеральная критика усилий по восстановлению сосредоточивалась на том что контракты на восстановительные работы отдавались предположительно имеющим связи с правительством,либеральная критика усилий по восстановлению сосредоточивалась на том что контракты на восстановительной работе отдавались предположительно имеющим связи с правительством,0.1053,0.0176,12.12,19
в различных местах рима были установлены большие телевизионные экраны с помощью которых люди могли наблюдать за церемонией,в различных местах рима были установлены большие телевизионные экраны с помощью которых люди могли наблюдать за церемонией,0.0,0.0,9.72,17
он назвал эти слухи политической болтовнёй и глупостью,он назвал эти слухи политической болтовней и глупостью,0.125,0.0185,5.22,8
и наконец многие маленькие кошки включая гуляющих домашних кошек едят и охотятся на намного более многочисленных мелких животных наподобие насекомых грызунов ящериц и птиц,и наконец многие маленькие кошки включая гуляющих домашних кошек едят и охотятся на намного более многочисленных мелких животных наподобие насекомых грызунов ящериц и птиц,0.0,0.0,13.86,24
бишкек был описан одним обозревателем как погружающийся в состояние анархии поскольку группы людей бегали по улицам и грабили магазины с потребительскими товарами,бишкек был описан одним обозревателем как погружающийся в состояние анархии поскольку группы людей бегали по улицам и грабили магазины с потребительскими товарами,0.0,0.0,12.12,22
мозазавр был самым грозным хищником своего времени поэтому он не боялся никого кроме других мозазавров,мозозавр был самым грозным хищником своего времени поэтому он не боялся никого кроме других мозозавров,0.1333,0.0196,7.98,15
сам автомобиль убрали с места происшествия в тот же день примерно в 1200 по гринвичу,сам автомобиль убрали с места происшествия в тот же день примерно в 12 часов по гринвичу,0.1333,0.0714,7.56,15
однако процент людей с туберкулёзом с множественной лекарственной устойчивостью в целой группе больных туберкулезом все еще кажется низким 6000 от общего числа 330 000 зараженных в данный конкретный момент в юар,однако процент людей с туберкулезом с множественной лекарственной устойчивостью в целой группе больных туберкулезом все еще кажется низким 6 тысяч от общего числа 330 000 зараженных в данный конкретный момент в юар,0.0968,0.0332,16.14,31
соотношение сторон этого формата поделенное на двенадцать чтобы получить соотношение с небольшими целыми числами поэтому принято за 32,соотношение сторон этого формата поделенное на двенадцать чтобы получить соотношения с небольшими целыми числами поэтому принято за 3 к двум,0.2222,0.0597,10.56,18
федерация гимнастики сша поддерживает письмо олимпийского комитета сша и соглашается с абсолютной необходимостью создания безопасной среды для всех наших спортсменов,федерация гимнастики сша поддерживает письмо олимпийского комитета сша и соглашается с абсолютной необходимостью создания безопасной среды для всех наших спортсменов,0.0,0.0,11.88,20
однако после потери калитки капитана индия совершила лишь 36 пробегов потеряв 7 калиток для завершения иннингсов,однако после потери калитки капитана индия совершило лишь 36 пробегов потеряв семь калиток для завершения иннингсов,0.125,0.0446,11.1,16
он не назвал цифру для сокращений бюджетов сказав что они будут сделаны исходя из производительности экономики китая,он не назвал цифру для сокращений бюджетов сказав что они будут сделаны исходя из производительности экономики китая,0.0,0.0,11.82,17
к региональным и сезонным опасным явлениям погоды относятся метели снежные бури ледяные и пыльные бури,к региональным и сезонным опасным явлениям погоды относятся метея снежные бури ледяные и пыльные бури,0.0667,0.0196,9.48,15
взаимосвязь между патологией мозга и поведением используется учёными в их исследованиях,взаимосвязь между патологией мозга и поведением используются учеными в их исследованиях,0.1818,0.023,8.16,11
правящая партия организация народов югозападной африки свапо также сохранила большинство на парламентских выборах,правящая партия организации народов югозападной африки свапо также сохранила большинство на парламентских выборах,0.0769,0.0088,9.42,13
севернее посетите также великий храм фатимской богоматери усыпальница место всемирно известных явлений девы марии,в северне посетите также великий храм фатинской богоматери усупальница места всемирно известных явлений девы мории,0.4286,0.0619,9.36,14
сундарбан это крупнейший пояс прибрежных мангровых зарослей простирающийся от берега на 80 км 50 миль вглубь континента в бангладеше и индии,сундарбан это крупнейший пояс прибережных мангровых зарослей простирающихся от берега на 80 км 50 миль вглубь континента бангладеша и индии,0.1905,0.0357,13.74,21
помимо соревнований в среду карпендо принимал участие в двух индивидуальных соревнованиях на чемпионатах,помимо соревнований в среду корпендо принимал участие в двух индивидуальных соревнованиях на чемпионатах,0.0769,0.0096,7.08,13
таким образом карандаш стал хорошим другом для многих людей когда появился,таким образом карандаш стал хорошим другом для многих людей когда появился,0.0,0.0,8.58,11
если вы хотите находиться рядом со сценой вам нужно приехать заранее чтобы найти место для кемпинга вблизи от музыки,если вы хотите находиться рядом со сценой вам нужно приехать заранее чтобы найти место для кемпинга вблизи от музыки,0.0,0.0,9.96,19
глажка влажной одежды помогает ей высохнуть многие отели предоставляют напрокат утюг и гладильную доску даже если они отсутствуют в номере,глажка влажной одежды помогает ей высохнуть многие отели предоставляют нам прокату тюг и гладильную доску даже если они отсутствуют в номере,0.15,0.029,12.66,20
эпоху в которой происходили данные события принято называть высоким средневековьем периодом европейской истории затрагивающим xi xii и xiii века 10001300 гг н э,эпоху в которой происходили данные события принято называть высоким средневековьем периодом европейской истории затрагивающим xi xii и xiii века 1300 годы нашей эры,0.1739,0.0813,19.56,23
представьте что лыжный маршрут это пешеходный маршрут,представьте что лыжный маршрут это пешеходный маршрут,0.0,0.0,6.18,7
собственные стили начали развиваться в западной европе к концу средневековья одним из самых больших достижений того времени благодаря крестовым походам стало использование пуговиц для застегивания одежды,собственные стили начали развиваться в западной европе к концу средневековья одним из самых больших достижений того времени благодаря крестовым походам стало использование пуговец для застегивания одежды,0.0385,0.0049,14.22,26
nextgen это система которая по заверению федеральной авиационной администрации сша позволит самолетам летать по сокращенным маршрутам и ежегодно экономить миллионы галлонов топлива а также снизить выбросы углерода,нексджен это система которая по заверению федеральной авиационной администрации сша позволит самолетам летать по сокращенным маршрутам и ежегодно экономить миллионы галлонов топлива а также снизить выбросы углерода,0.037,0.0376,19.56,27
львиные прайды ведут себя очень похоже со стаями волков или собак животных которые по повадкам удивительно похожи на львов но не других крупных кошек и тоже очень опасны для своих жертв,львиные прайды ведут себя очень похожи со стаями волков или собак животных которые по повадка удивительно похожи на львов но не на других крупных кошек и тоже очень опасны для своих жертв,0.0968,0.027,18.12,31
но еще можно многое сказать о птицах которые всё ещё выглядят как динозавры,но еще можно многое сказать о птицах которые все еще выглядят как динозавры,0.1538,0.0267,6.12,13
когда лиггинс работал в больнице в свободное от работы время он начал расследовать случаи преждевременных родов,когда лиггинс работал в больнице в свободное от работы время он начал расследовать случаи преждевременных родов,0.0,0.0,12.24,16
в некоторых местах достаточно прокипятить воду в течение минуты в других потребуется несколько минут,в некоторых местах достаточно прокипить воду в течение минуты в других потребуется несколько минут,0.0714,0.02,10.62,14
в результате бригады пожарных потушили пожар к 2335,в результате бригады пожарных потушили пожар в 2335,0.125,0.0196,6.06,8
на удалённых островах кредитные карты возможно не будут приниматься хотя британскую и американскую валюту могут принять заранее проясните с владельцами какой способ оплаты является приемлемым,на удаленных островах кредитные карты возможно не будут приниматься хотя британскую и американскую валюту могут принять заранее проясните с владельцами какой способ оплаты является приемлемым,0.04,0.0052,13.32,25
вы можете по гома на бодабода мототакси обычная местная цена 500 конголезских франков за короткую поездку,вы можете погома на бодобода мототакси обычная местная цена пятьсот английских франков за короткую поездку,0.3125,0.1238,12.66,16
с момента основания асунсьона в 1537 парагваю в основном удалось сохранить большую часть своего самобытного характера и идентичности,с момента основания асунсиона в 1537 году парагвайю в основном удалось сохранить большую часть своего самобытного характера и идентичности,0.1667,0.053,12.42,18
он не назвал цифру для сокращений бюджетов сказав что они будут сделаны исходя из производительности экономики китая,он не назвал цифр для сокращения бюджетов сказав что они будут сделаны исходя из производительности экономики китая,0.1176,0.0172,10.8,17
канцелярия губернатора сообщила что 19 из раненных были офицерами полиции,канцелярия губернатора сообщила что 19 израненных были офицерами полиции,0.2,0.0137,7.02,10
отбивающие мячи среднего звена сачин тендулкар и рахул дравид хорошо выступили и заработали в тандеме результат в сто баллов,отбивающие мячи среднего звена сачин тиндулкар и рахул гравид хорошо выступили и заработали в тандеме результат 100 баллов,0.2105,0.0565,10.02,19
как правило могут проявляться два типа поведения когда менеджеры начинают руководить людьми ранее равными им по статусу одна крайность спектра это попытка оставаться своим парнем или девушкой,как правило могут проявляться два типа поведения когда менеджеры начинают руководить людьми ранее равными им по статусу одна крайна спектра это попытка оставаться своим парнем или девушкой,0.037,0.0209,14.28,27
в частности утверждается что можно определить лжет ли человек при помощи правильной интерпретации его микровыражений,в частности утверждается что можно определить лжет ли человек при помощи правильной интерпретации его микровыражений,0.0,0.0,9.36,15
губернатор калифорнии арнольд шварценеггер подписал закон запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицам,губернатор калифорнии арнольд шварценеггер подписал закон запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицам,0.0,0.0,14.4,16
чем меньше число россби тем менее активна звезда по отношению к инверсиям магнитного поля,чем меньше число розби тем менее активна звезда по отношению к инверсиям магнитного поля,0.0714,0.0225,9.6,14
для людей может быть неожиданным что терпение и понимание необходимо проявлять и к путешественникам вернувшимся домой,для людей может быть неожиданным что терпение и понимание необходимо проявлять их к путешественникам вернувшимся домой,0.0625,0.0085,9.72,16
с момента основания асунсьона в 1537 парагваю в основном удалось сохранить большую часть своего самобытного характера и идентичности,с момента основания асунсиона в 1537 парагваю в основном удалось сохранить большую часть своего самобытного характера и идентичности,0.0556,0.0076,12.12,18
он уэльс по сути лгал нам с самого начала вопервых действуя так как будто это нужно было сделать по юридическим причинам вовторых делая вид что слушает нас вплоть до своего удаления изображений,он уэльс по сути лагал нам с самого начала вопервых действуя так как будто это нужно было сделать по юридическим причинам вовторых делая вид что слушает нас вплоть до своего удаления изображений,0.0312,0.0052,14.28,32
это обеспечит его обратную совместимость с 80211a 80211b и 80211g при условии что у базовой станции есть двойной приемник,это обеспечит его обратную совместимость с 80211a 8211b и 80211g при условии что у базовой станции есть двойной приемник,0.0526,0.0083,13.86,19
отбивающие мячи среднего звена сачин тендулкар и рахул дравид хорошо выступили и заработали в тандеме результат в сто баллов,обивающие мечи среднего звена сачин тендулкар и рахул дравид хорошо выступили и заработали в тандеме результат в 100 баллов,0.1579,0.0403,12.48,19
оттава это прелестная двуязычная столица канады с огромным количеством художественных галерей и музеев открывающих прошлое и настоящее канады,атава это прелестная двуязычная столица канады с огромным количеством художественных галерей и музеев открывающих прошлое и настоящее канады,0.0556,0.0142,14.76,18
нам точно не известно но не исключается что его язык был раздвоен он питался черепахами большими рыбами прочими мозазавры а мог быть и каннибалом,нам точно неизвестно но не исключается что его язык был раздвоен он питался черепахами большими рыбами прочими музозавры а мог быть и каннибалом,0.125,0.0207,13.68,24
в результате бригады пожарных потушили пожар к 2335,в результате бригады пожарных потушили пожар к 2335,0.0,0.0,7.56,8
козы повидимому впервые были одомашнены около 10 000 лет назад в иранских горах загрос,козы повидимому впервые были одомашнены около 10 тысяч лет назад в иранских горах загрос,0.0714,0.0581,8.4,14
великая пирамида была возведена египтянами в третьем веке до нашей эры и является одним из множества больших пирамидальных сооружений построенных чтобы почтить память фараона,великая пирамида была возведена египтянами в iii веке до нашей эры и является одним из множества больших пирамидальных сооружений построенных чтобы почтеть память фараона,0.0833,0.046,12.48,24
все кто собирается ехать по высокоширотной области или по горным перевалам должны учитывать возможность снега льда или морозов,все кто собирается ехать по высокоширотной области или по горным перевалам должны учитывать возможность снега льда и морозов,0.0556,0.0159,13.56,18
будучи всесторонне развитым атлетом тигр может взбираться на деревья хотя и не очень хорошо плавать прыгать на большие расстояния и тянуть с силой пяти крепких человек,будучи всесторонне развитым атлетом тигр может забираться на деревья хотя не очень хорошо плавать прыгать на большие расстояния и тянуть силы пяти крепких человек,0.1538,0.0479,13.38,26
конгресс начал финансировать инициативу по борьбе с развратом в 2005 налоговом году и определил что фбр должно выделить 10 агентов на борьбу со взрослой порнографией,конгресс начал финансировать инициативу по борьбе с возвратом в 2005 налогово году и определил что фбр должно выделить 10 агентов на борьбу со взрослой порнографией,0.08,0.0182,13.32,25
неблагоприятные метеоусловия это общий термин для обозначения любого опасного явления погоды способного причинить какойлибо ущерб вызвать серьёзные социальные потрясения или привести к человеческим жертвам,неблагоприятные метеоусловия это общий термин для обозначения любого опасного явления погоды способного причинить какойлибо ущерб вызвать серьезные социальные потрясения или привести к человеческим жертвам,0.0417,0.0049,19.44,24
с 1966 года сундарбан является заповедником дикой природы и по имеющимся подсчётам на его территории в настоящее время обитают 400 бенгальских тигров и около 30 000 пятнистых оленей,с 1966 года сундарпан является заповедником дикой природы и по имеющимся почетам на его территории в настоящее время обитают 400 бенгальских тигров и около 30 000 пятнистых оленей,0.0714,0.0221,15.72,28
растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,0.0,0.0,11.94,18
в 2002 году город гома был разрушен лавой вулкана ньирагонго которая похоронила под собой большую часть городских улиц особенно центральную часть города,в 2002 году город гома был разрушен лавой вулкана нирагонга которая похоронила под собой большую часть городских улиц особенно центральную часть города,0.0455,0.0132,12.06,22
на видимой стороне может быть больше лунных морей потому что там кора тоньше лаве было легче подняться на поверхность,на видимой стороне может быть больше лунных морей потому что там кора тоньше лаве было легче подняться на поверхность,0.0,0.0,11.88,19
начальник полиции чандра шехар соланки заявил что обвиняемые были представлены перед судьями с закрытыми лицами,начальник полиции чанд шихар саланки заявил что обвиняемы были представлены перед судьями с закрытыми лицами,0.2667,0.045,8.28,15
одна из бомб взорвалась возле офиса генералгубернатора,одна из бомб взорвалась возле офиса генералгубернатора,0.0,0.0,7.56,7
когда лиггинс работал в больнице в свободное от работы время он начал расследовать случаи преждевременных родов,когда лиггинс работал в больнице свободное от работы время он начал расследовать случаи преждевременных родов,0.0625,0.018,8.76,16
целые 20 процентов воды поступаемой из рек нашей планеты в океаны текут из амазонки,целые двадцать процентов воды поступаемой из рек нашей планеты в океаны текут из амазонки,0.0714,0.0964,7.32,14
документ согласно утечке информации будет касаться спора насчёт границ которые палестина хочет установить на основе тех что существовали до начала шестидневной войны 1967 года,документ согласно утечке информации будет касаться спор насчет границ которые палестина хочет установить на основе тех что существовали до начала шестидневной войны 1967 года,0.0833,0.0114,12.66,24
однако после потери калитки капитана индия совершила лишь 36 пробегов потеряв 7 калиток для завершения иннингсов,однако после потери калитки капитана индия совершило лишь 36 пробегов потеряв семь калиток для завершения иннингсов,0.125,0.0446,12.84,16
только мутации в клетках зародышевой линии могут передаваться далее детям в то время как мутации гдето ещё могут привести к гибели клеток или раку,только мутации в клетках зародышева линии могут передаваться далее детям в то время как мутации гдето еще могут привести к гибели клеток или раку,0.0833,0.0205,8.94,24
более традиционные церкви зачастую проводят пасхальное богослужение в субботу вечером во время пасхальных выходных при этом прихожане обычно начинают в полночь празднование воскресения христа,более традиционные церкви зачастую проводят пасхальное богослужение в субботу вечером во время пасхальных выходных при этом прихожане обычно начинают в полночь празднования воскресения христа,0.0417,0.0052,17.28,24
высота подмостового габарита составляет 15 метров строительство было завершено в августе 2011 года его не открывали для движения до марта 2017 года,высота подмостового габарита составляет 15 метров строительство было завершено в августе 2011 года его не открывали для движения до марта 2017 года,0.0,0.0,13.2,22
шпалы начали применяться довольно давно для того чтобы удерживать рельсы на месте однако впоследствии стало ясно что пути были более эффективны при полосе из железа сверху,шпалы начали применяться довольно давно для того чтобы удерживать рельсы на месте однако впоследствии стало ясно что пути были более эффективны при полосе их железа сверху,0.0385,0.0058,13.74,26
большие области далее к северу довольно редко заселены а некоторые из них практически незаселённая глушь,большие области далее к северу довольно редко заселены а некоторые из них практически незаселенная глушь,0.0667,0.0096,8.16,15
в репортажах по телевидению сообщается о белом дыме идущем от завода,в репортажах по телевидению сообщается о белом дыме идущем под завода,0.0909,0.0294,6.84,11
федерация гимнастики сша и олимпийский комитет сша имеют одинаковую цель сделать гимнастику и другие виды спорта настолько безопасными для спортсменов насколько это возможно чтобы они могли стремиться к своим целям в безопасной позитивной среде и были наделены всеми правами,федерация гимнастики сша и олимпийский комитет сша имеют одинаковую цель сделать гимнастику и другие виды спорта настолько безопасными для спортсменов насколько это возможно чтобы они могли стремиться к своим целям в безопасной позитивной среде и были наделены всеми правами,0.0,0.0,23.46,39
он является одной из главных достопримечательностей южной африки и считается ведущим среди южноафриканских национальных парков sanparks,он является одной из главных достопримечательностей южной африки и считается ведущим среди южноафриканских национальных парков санпаркс,0.0625,0.0593,10.56,16
мы строим наши дома и изготавливаем одежду из растений большая часть нашей пищи это растения без растений животные не смогли бы выжить,мы строим наши дома и изготавливаем одежду из растений большая часть нашей пищи это растения без растений животные не смогли бы выжить,0.0,0.0,9.96,22
