ref,hyp,wer,cer,duration_sec,n_ref_words
это иногда переполненные народом семейные пляжи с хорошим выбором магазинов расположенных вдоль берега плавать безопасно,это иногда переполнено народом семейные пляжи с хорошим выбором магазинов расположенных вдоль берега плавать безопасно,0.0667,0.025,8.58,15
ионы водорода это протоны от которых отделены электроны атомы водорода состоят из одного протона и одного электрона,ионы водорода это протоны от которых отделены электроны атомы водорода состоят из одного протона и одного электрона,0.0,0.0,8.88,17
например самый распространённый в мире формат для статических фотографий 35 мм и именно этот размер был доминирующим размером плёнки на закате аналоговой эры,например самый распространенный в мире формат для статических фотографий 35 мм и именно этот размер был доминирующим размером пленки на закате аналоговой эры,0.087,0.0127,15.6,23
официальными языками барселоны являются каталанский и испанский примерно половина населения предпочитает разговаривать на каталанском большинство понимают его и практически все знают испанский,официальными языками барселоны являются каталанский и испанский примерно половина населения предпочитает разговаривать на каталанском большинство понимает его и практически все знают испанский,0.0455,0.0052,10.44,22
для спрингбокс это прервало пятиматчевую серию поражений,для spring box это прервало пятиматчевую серию поражений,0.2857,0.1786,7.08,7
плато гиза или же некрополь гизы в египетской долине мёртвых включает несколько пирамид из которых великая пирамида гизы самая большая несколько небольших гробниц несколько храмов и большой сфинкс,плато гиза или же некрополь гизы в египетской долине мертвых включает несколько пирамид из которых великая пирамида гизы самая большая несколько небольших гробниц несколько храмов и большой сфинкс,0.0357,0.0051,12.72,28
сплавы по существу представляют собой смесь двух или более металлов не забывайте что в периодической таблице много элементов,сплавы по существу представляют собой смесь двух или более металлов не забывайте что в периодической таблице много элементов,0.0,0.0,11.88,18
можно только гадать что станет с клавиатурой с появлением более новых технологий,можно только гадать что станет с клавиатурой с появлением более новых технологий,0.0,0.0,9.48,12
между 1000 и 1100 вечера по горному времени заключенные устроили пожар во дворе,между 10 и 11 вечера по горному времени заключенные устроили пожар во дворе,0.1538,0.0506,7.62,13
путешественники направляющиеся в страны с высоким налогообложением могут иногда сэкономить значительную сумму особенно на таких товарах как спиртные напитки и табак,путешественники направляющиеся в страны с высоким налогообложением могут иногда сэкономить значительную сумму особенно на таких товарах как спиртные напитки и табак,0.0,0.0,14.64,21
столицей молдовы является кишинёв местный язык румынский но русский также широко распространён,столицей молдовы является кишинев местный язык румынский но русский также широко распространен,0.1667,0.0213,8.76,12
львиные прайды ведут себя очень похоже со стаями волков или собак животных которые по повадкам удивительно похожи на львов но не других крупных кошек и тоже очень опасны для своих жертв,львиные прайды ведут себя очень похоже со стаями волков или собак животных которые по повадкам удивительно похожи на львов но не других крупных кошек и тоже очень опасны для своих жертв,0.0,0.0,14.16,31
хьюн ушел в отставку и в кабинете министров его заменит член парламента эд дейви ожидается что член парламента норман ламб займет принадлежащий дейви пост министра по делам бизнеса,хьюн ушел в отставку и в кабинете министров его заменит член парламента эд дэви ожидается что член парламента норман ламб займет принадлежащий дэви пост министра по делам бизнеса,0.0714,0.0222,15.6,28
мухаммед очень интересовался темами не связанными с мирской жизнью он часто посещал пещеру которая стала известна как хира на горе нур свет для размышлений,мухаммед очень интересовался темами не связанными с мирской жизнью он часто посещал пещеру которая стала известна как хира на горе нур свет для размышлений,0.0,0.0,12.3,24
сердцем тибетской медитации считается йога божеств посредством визуализации разнообразных божеств чистятся энергетические каналы запускаются чакры и достигается просветлённость сознания,сердцем тибетской медитации считается йога божеств посредством визуализации разнообразных божеств чистятся энергетические каналы запускаются чакры и достигается просветленность сознания,0.0526,0.0054,14.04,19
управление по чрезвычайным ситуациям северных марианских островов заявило что в стране не было сообщений о причинённом ущербе,управление по чрезвычайным ситуациям северных марианских островов заявило что в стране не было сообщений о причиненном ущербе,0.0588,0.008,13.08,17
всё же следуйте рекомендациям органов власти подчиняйтесь всем знакам и обратите пристальное внимание на предупреждения о безопасности,все же следуйте рекомендациям органов власти подчиняйтесь всем знаком и обратите пристальное внимание на предупреждения о безопасности,0.1176,0.0149,10.62,17
вчера утром возле главного полицейского управления газиантепа турция был подорван автомобиль в результате чего погибли 2 полицейских и еще более 20 человек получили ранения,вчера утром возле главного полицейского управления газиантепа турция был подорван автомобиль в результате чего погибли два полицейских и еще более 20 человек получили ранения,0.0417,0.0174,18.48,24
термин жук используется энтомологами формально для обозначения группы насекомых,термин жук используется энтомологами формально для обозначения группы насекомых,0.0,0.0,8.76,9
стрекозы и поденки являются единственными насекомыми которые не могут складывать крылья назад,стрекозы и паденки являются единственными насекомыми которые не могут складывать крылья назад,0.0833,0.0108,7.44,12
во время борьбы за независимость организованной движением мау мирное собрание в городе привело к убийству верховного вождя тупуа тамсесе леалофи iii,во время борьбы за независимость организованной движением мау мирное собрание в городе привело к убийству верховного вождя тупуа тамсеси леолофи iii,0.0952,0.0135,16.98,21
так как у перьев динозавров отсутствует хорошо развитый стержень называемый рахисом но все же имеются другие отличительные черты бородки и бородочки исследователи пришли к выводу что рахис скорее всего появился позднее путем эволюционного развития других отличительных черт,так как у перьев динозавров отсутствует хорошо развитый стержень называемый рахисом но все же имеются другие отличительные черты бородки и бородочки исследователи пришли к выводу что рахис скорее всего появился позднее путем эволюционного развития других отличительных черт,0.0,0.0,20.76,37
у них лапы с чешуёй и когтями они откладывают яйца и ходят на двух задних лапах как тирекс,у них лапы с чешуей и когтями они откладывают яйца и ходят на двух задних лапах как тирекс,0.0556,0.0111,12.12,18
работа моряков традиционно заключается в том чтобы обеспечивать способность страны перемещать свои народ и товары а также одновременно препятствовать возможности врага перемещать свои народ и товары,работа моряков традиционно заключается в том чтобы обеспечивать способность страны перемещать свои народ и товары а также одновременно препятствовать возможности врага перемещать свои народ и товары,0.0,0.0,13.08,26
многие считали что он прав но многие верили в противоположное что солнечная система вращается вокруг земли включая солнце и даже другие звезды,многие считали что он прав но многие верили в противоположное что солнечная система вращается вокруг земли включая солнце и даже другие звезды,0.0,0.0,10.68,22
его длинные челюсти были усеяны более чем 70 острейшими зубами вдобавок имелся дополнительный ряд на нёбе так что тем кто встречался на его пути не было спасения,его длинные челюсти были усеяны более чем 710 острейшими зубами вдобавок имелся дополнительный ряд на небе так что тем кто встречался на его пути не было спасения,0.0741,0.0124,12.96,27
пещера располагается на вершине горы к северу от мекки и полностью изолирована от остального мира,пещера располагается на вершине горы к северу от мекки и полностью изолирована от остального мира,0.0,0.0,9.36,15
массовое владение автомобилями также приводит к увеличению числа дтп на дорогах что приводит к изобретению в здравоохранении новых методов лечения полученных травм,массовое владение автомобилем также приводит к увеличению числа дтп на дорогах что приводит к изобретению в здравоохранении новых методов лечения полученных травм,0.0455,0.0123,12.72,22
в 1990 году он был добавлен в список всемирного наследия находящегося под угрозой изза опасности со стороны песков пустыни,в 1990 году он был добавлен в список всемирного наследия находящегося под угрозой изза опасностей со стороны песков пустыни,0.0526,0.0164,10.44,19
на некоторых маршрутах у более крупных компаний есть свои собственные самолёты но для других маршрутов и более мелких компаний с этим была проблема,на некоторых маршрутах у более крупных компаний есть свои собственные самолеты но для других маршрутов и более мелких компаний с этим была проблема,0.0435,0.0068,11.64,23
например самый распространённый в мире формат для статических фотографий 35 мм и именно этот размер был доминирующим размером плёнки на закате аналоговой эры,например самый распространенный в мире формат для статических фотографий 35 мм и именно этот размер был доминирующим размером пленки на закате аналоговой эры,0.087,0.0127,15.12,23
это обеспечит его обратную совместимость с 80211a 80211b и 80211g при условии что у базовой станции есть двойной приемник,это обеспечит его обратную совместимость с 80211a 80211b и 80211g при условии что у базовой станции есть двойной приемник,0.0,0.0,13.32,19
отбойное течение течение создаваемое волнами которые разбиваются о берег или иногда об риф или чтото подобное,отбойное течение течение создаваемое волнами которые разбиваются о берег или иногда об риф или чтото подобное,0.0,0.0,11.88,16
если вы хотите находиться рядом со сценой вам нужно приехать заранее чтобы найти место для кемпинга вблизи от музыки,если вы хотите находиться рядом со сценой вам нужно приехать заранее чтобы найти место для кемпинга вблизи от музыки,0.0,0.0,10.08,19
слава о нем как о центре роскоши пошла около 400 г н э и продолжалась примерно до 1100 г н э,слава о нем как о центре роскоши пошла около 400 года нэ и продолжалась примерно до 1100 года нэ,0.2857,0.087,10.26,21
в тёплом климате ближнего востока дом не имел особого значения,в теплом климате ближнего востока дом не имел особого значения,0.1,0.0161,6.84,10
документ согласно утечке информации будет касаться спора насчёт границ которые палестина хочет установить на основе тех что существовали до начала шестидневной войны 1967 года,документ согласно утечке информации будет касаться спора насчет границ которые палестина хочет установить на основе тех что существовали до начала шестидневной войны 1967 года,0.0417,0.0057,11.88,24
однако изза медленных каналов связи стили на западе могут отставать на 2530 лет,однако изза медленных каналов связи стили на западе могут отставать на 2530 лет,0.0,0.0,7.32,13
через два года после окончания войны бывшие союзники стали врагами и началась холодная война,через два года после окончания войны бывшие союзники стали врагами и началась холодная война,0.0,0.0,7.44,14
не подвергайте ткань воздействию слишком высокой температуры что может привести к усадке или в очень редких случаях к ожогу,не подвергайте ткани воздействию слишком высокой температуры что может привести к усадке или в очень редких случаях к ожогу,0.0526,0.0081,8.88,19
гаитянский институт справедливости и демократии сослался на независимое исследование которое предполагает что непальский миротворческий батальон оон непреднамеренно завёз заболевание в гаити,гаитянский институт справедливости и демократии сослался на независимое исследование которое предполагает что непальский миротворческий батальон оон непреднамеренно завез заболевание в гаити,0.0476,0.0053,14.34,21
капустный сок меняет цвет в зависимости от того насколько кислотным или щелочным является химическое вещество,капустный сок меняет цвет в зависимости от того насколько кислотным или щелочным является химическое вещество,0.0,0.0,10.74,15
бухта была местом печально известного военноморского противостояния в 1889 году когда семь кораблей из германии сша и британии отказались покидать бухту,бухта была местом печально известного военноморского противостояния в 1889 году когда семь кораблей из германии сша и британии отказались покидать бухту,0.0,0.0,12.36,21
учёные надеются понять как образуются планеты особенно то как образовалась земля поскольку кометы сталкивались с землёй очень давно,ученые надеются понять как образуются планеты особенно то как образовалась земля поскольку кометы сталкивались с землей очень давно,0.1111,0.0153,9.36,18
атомная бомба работает на том принципе что для того чтобы много протонов и нейтронов находились в одном ядре необходима энергия,атомная бомба работает на том принципе что для того чтобы много протонов и нейтронов находились в одном ядре необходима энергия,0.0,0.0,11.7,20
канцелярия губернатора сообщила что 19 из раненных были офицерами полиции,канцелярия губернатора сообщила что 19 из раненых были офицерами полиции,0.1,0.0137,6.24,10
большинство современных исследовательских телескопов это огромные сооружения в удаленных местах с благоприятными атмосферными условиями,большинство современных исследовательских телескопов это огромные сооружения в удаленных местах с благоприятными атмосферными условиями,0.0,0.0,10.8,14
вчера утром возле главного полицейского управления газиантепа турция был подорван автомобиль в результате чего погибли 2 полицейских и еще более 20 человек получили ранения,вчера утром возле главного полицейского управления газиантепа турция был подорван автомобиль в результате чего погибли два полицейских и еще более 20 человек получили ранения,0.0417,0.0174,16.68,24
джанкарло физикелла потерял контроль над управлением своим автомобилем и завершил гонку вскоре после старта,джан карло физикелло потерял контроль над управлением своим автомобилем и завершил гонку вскоре после старта,0.2143,0.0187,8.28,14
ученые смогли сделать вывод что темная материя воздействует на другую темную материю так же как и в случае с обычной материей,ученые смогли сделать вывод что темная материя воздействует на другую темную материю так же как и в случае с обычной материей,0.0,0.0,9.12,21
одним из наиболее распространённых методов используемых для иллюстрации важности социализации является иллюстрация нескольких прискорбных случаев когда дети изза отсутствия должного внимания неудачного стечения обстоятельств или умышленного жестокого обращения не контактировали со взрослыми во время своего взросления,одним из наиболее распространенных методов используемых для иллюстрации важности социализации является иллюстрация нескольких прискорбных случаев когда дети изза отсутствия должного внимания неудачного стечения обстоятельств или умышленного жестокого обращения не контактировали со взрослыми во время своего возрастления,0.0556,0.0126,23.16,36
дюваль который женат и имеет двух совершеннолетних детей не произвел большого впечатления на миллера которому рассказали эту историю,дюваль который женат и имеет двух совершеннолетних детей не произвол большого впечатления на миллера которому рассказывали эту историю,0.1111,0.0227,11.7,18
либеральная критика усилий по восстановлению сосредоточивалась на том что контракты на восстановительные работы отдавались предположительно имеющим связи с правительством,либеральная критика усилий по восстановлению сосредоточивалась на том что контракты на восстановительные работы отдавались предположительно имеющим связи с правительством,0.0,0.0,12.12,19
в различных местах рима были установлены большие телевизионные экраны с помощью которых люди могли наблюдать за церемонией,в различных местах рима были установлены большие телевизионные экраны с помощью которых люди могли наблюдать за церемонией,0.0,0.0,9.72,17
он назвал эти слухи политической болтовнёй и глупостью,он назвал эти слухи политической болтовнёй и глупостью,0.0,0.0,5.22,8
и наконец многие маленькие кошки включая гуляющих домашних кошек едят и охотятся на намного более многочисленных мелких животных наподобие насекомых грызунов ящериц и птиц,и наконец многие маленькие кошки включая гуляющих домашних кошек едят и охотятся на намного более многочисленных мелких животных наподобие насекомых грызунов ящериц и птиц,0.0,0.0,13.86,24
бишкек был описан одним обозревателем как погружающийся в состояние анархии поскольку группы людей бегали по улицам и грабили магазины с потребительскими товарами,пешкек был описан одним обозревателем как погружающийся в состояние анархии поскольку группы людей бегали по улицам и грабили магазины с потребительскими товарами,0.0455,0.0123,12.12,22
мозазавр был самым грозным хищником своего времени поэтому он не боялся никого кроме других мозазавров,мозазавр был самым грозным хищником своего времени поэтому он не боялся никого кроме других мозазавров,0.0,0.0,7.98,15
сам автомобиль убрали с места происшествия в тот же день примерно в 1200 по гринвичу,сам автомобиль убрали с места происшествия в тот же день примерно в 12 часов по гринвичу,0.1333,0.0714,7.56,15
однако процент людей с туберкулёзом с множественной лекарственной устойчивостью в целой группе больных туберкулезом все еще кажется низким 6000 от общего числа 330 000 зараженных в данный конкретный момент в юар,однако процент людей с туберкулезом с множественной лекарственной устойчивостью в целой группе больных туберкулезом все еще кажется низким 6 тысяч от общего числа 330 тысяч зараженных в данный конкретный момент в юар,0.129,0.0569,16.14,31
соотношение сторон этого формата поделенное на двенадцать чтобы получить соотношение с небольшими целыми числами поэтому принято за 32,соотношение сторон этого формата поделенное на 12 чтобы получить соотношение с небольшими целыми числами поэтому принято за 3 к 2,0.2222,0.097,10.56,18
федерация гимнастики сша поддерживает письмо олимпийского комитета сша и соглашается с абсолютной необходимостью создания безопасной среды для всех наших спортсменов,федерация гимнастики сша поддерживает письмо олимпийского комитета сша и соглашается с абсолютной необходимостью создания безопасной среды для всех наших спортсменов,0.0,0.0,11.88,20
однако после потери калитки капитана индия совершила лишь 36 пробегов потеряв 7 калиток для завершения иннингсов,однако после потери калитки капитана индия совершила лишь 36 пробегов потеряв 7 калиток для завершения инингсов,0.0625,0.0089,11.1,16
он не назвал цифру для сокращений бюджетов сказав что они будут сделаны исходя из производительности экономики китая,он не назвал цифру для сокращения бюджетов сказав что они будут сделаны исходя из производительности экономики китая,0.0588,0.0086,11.82,17
к региональным и сезонным опасным явлениям погоды относятся метели снежные бури ледяные и пыльные бури,к региональным и сезонным опасным явлениям погоды относятся метели снежные бури ледяные и пыльные бури,0.0,0.0,9.48,15
взаимосвязь между патологией мозга и поведением используется учёными в их исследованиях,взаимосвязь между патологией мозга и поведением используется учеными в их исследованиях,0.0909,0.0115,8.16,11
правящая партия организация народов югозападной африки свапо также сохранила большинство на парламентских выборах,правящая партия организация народов югозападной африки свапо также сохранила большинство на парламентских выборах,0.0,0.0,9.42,13
севернее посетите также великий храм фатимской богоматери усыпальница место всемирно известных явлений девы марии,севернее посетите также великий храм фатинской богоматери усыпальница место всемирно известных явлений девы марии,0.0714,0.0088,9.36,14
сундарбан это крупнейший пояс прибрежных мангровых зарослей простирающийся от берега на 80 км 50 миль вглубь континента в бангладеше и индии,сундарбан это крупнейший пояс прибрежных мангровых зарослей простирающийся от берега на 80 км в глубь континента бангладеша и индии,0.2381,0.0786,13.74,21
помимо соревнований в среду карпендо принимал участие в двух индивидуальных соревнованиях на чемпионатах,помимо соревнований в среду карпенда принимал участие в двух индивидуальных соревнованиях на чемпионатах,0.0769,0.0096,7.08,13
таким образом карандаш стал хорошим другом для многих людей когда появился,таким образом карандаш стал хорошим другом для многих людей когда появился,0.0,0.0,8.58,11
если вы хотите находиться рядом со сценой вам нужно приехать заранее чтобы найти место для кемпинга вблизи от музыки,если вы хотите находиться рядом со сценой вам нужно приехать заранее чтобы найти место для кемпинга вблизи от музыки,0.0,0.0,9.96,19
глажка влажной одежды помогает ей высохнуть многие отели предоставляют напрокат утюг и гладильную доску даже если они отсутствуют в номере,глажка влажной одежды помогает ей высохнуть многие отели предоставляют на прокат утюг и гладильную доску даже если они отсутствуют в номере,0.1,0.0072,12.66,20
эпоху в которой происходили данные события принято называть высоким средневековьем периодом европейской истории затрагивающим xi xii и xiii века 10001300 гг н э,эпоху в которой происходили данные события принято называть высоким средневековьем периодом европейской истории затрагивающим xi xii и xiii века тысячныетысячетрехсотые годы нашей эры,0.1739,0.2,19.56,23
представьте что лыжный маршрут это пешеходный маршрут,представьте что лыжный маршрут это пешеходный маршрут,0.0,0.0,6.18,7
собственные стили начали развиваться в западной европе к концу средневековья одним из самых больших достижений того времени благодаря крестовым походам стало использование пуговиц для застегивания одежды,собственные стили начали развиваться в западной европе к концу средневековья одним из самых больших достижений того времени благодаря крестовым походам стало использование пуговиц для застегивания одежды,0.0,0.0,14.22,26
nextgen это система которая по заверению федеральной авиационной администрации сша позволит самолетам летать по сокращенным маршрутам и ежегодно экономить миллионы галлонов топлива а также снизить выбросы углерода,nextgen это система которая по заверению федеральной авиационной администрации сша позволит самолетам летать по сокращенным маршрутам и ежегодно экономить миллионы галлонов топлива а также снизить выбросы углерода,0.0,0.0,19.56,27
львиные прайды ведут себя очень похоже со стаями волков или собак животных которые по повадкам удивительно похожи на львов но не других крупных кошек и тоже очень опасны для своих жертв,львиные прайды ведут себя очень похоже со стаями волков или собак животных которые по повадкам удивительно похожи на львов но не на других крупных кошек и тоже очень опасны для своих жертв,0.0323,0.0162,18.12,31
но еще можно многое сказать о птицах которые всё ещё выглядят как динозавры,но еще можно многое сказать о птицах которые все еще выглядят как динозавры,0.1538,0.0267,6.12,13
когда лиггинс работал в больнице в свободное от работы время он начал расследовать случаи преждевременных родов,когда лигин сработал в больнице в свободное от работы время он начал расследовать случаи преждевременных родов,0.125,0.027,12.24,16
в некоторых местах достаточно прокипятить воду в течение минуты в других потребуется несколько минут,в некоторых местах достаточно прокипятить воду в течение минуты в других потребуется несколько минут,0.0,0.0,10.62,14
в результате бригады пожарных потушили пожар к 2335,в результате бригады пожарных потушили пожар к 2335,0.0,0.0,6.06,8
на удалённых островах кредитные карты возможно не будут приниматься хотя британскую и американскую валюту могут принять заранее проясните с владельцами какой способ оплаты является приемлемым,на удаленных островах кредитные карты возможно не будут приниматься хотя британскую и американскую валюту могут принять заранее проясните с владельцами какой способ оплаты является приемлемым,0.04,0.0052,13.32,25
вы можете по гома на бодабода мототакси обычная местная цена 500 конголезских франков за короткую поездку,вы можете по гомо на бодобода мототакси обычная местная цена 500 ганглесских франков за короткую поездку,0.1875,0.0571,12.66,16
с момента основания асунсьона в 1537 парагваю в основном удалось сохранить большую часть своего самобытного характера и идентичности,с момента основания ассунсьона в 1537 году прагваю в основном удалось сохранить большую часть своего самобытного характера и идентичности,0.1667,0.053,12.42,18
он не назвал цифру для сокращений бюджетов сказав что они будут сделаны исходя из производительности экономики китая,он не назвал цифру для сокращения бюджетов сказав что они будут сделаны исходя из производительности экономики китая,0.0588,0.0086,10.8,17
канцелярия губернатора сообщила что 19 из раненных были офицерами полиции,канцелярия губернатора сообщила что 19 из раненых были офицерами полиции,0.1,0.0137,7.02,10
отбивающие мячи среднего звена сачин тендулкар и рахул дравид хорошо выступили и заработали в тандеме результат в сто баллов,отбивающие мячи среднего звена сачин тиндулкар и рахул дравид хорошо выступили и заработали в тандеме результат в 100 баллов,0.1053,0.0323,10.02,19
