ref,hyp,wer,cer,duration_sec,n_ref_words
substantially this was jacobs unvarnished description of his master and mistress,substantially this was jacobs unvarnished description of his master and mistress,0.0,0.0,5.425,11
as to his age and also the name of his master jacobs statement varied somewhat from the advertisement,as to his age and also the name of his master jacobs statement varied somewhat from the advertisement,0.0,0.0,6.665,18
of starting i didnt know the way to come,of starting i didnt know the way to come,0.0,0.0,3.02,9
its almost beyond conjecture,its almost beyond conjecture,0.0,0.0,2.695,4
this reality begins to explain the dark power and otherworldly fascination of twenty thousand leagues under the seas,this reality begins to explain the dark power and otherworldly fascination of twenty thousand leagues under the seas,0.0,0.0,7.805,18
first as a paris stockbroker later as a celebrated author and yachtsman he went on frequent voyages to britain america the mediterranean,first as a paris stockbroker later as a celebrated author and yachtsman he went on frequent voyages to britain america the mediterranean,0.0,0.0,10.56,22
nemo builds a fabulous futuristic submarine the nautilus then conducts an underwater campaign of vengeance against his imperialist oppressor,nemo builds a fabulous futuristic submarine the nautilus then conducts an underwater campaign of vengeance against his imperialist oppressor,0.0,0.0,9.935,19
in all the novel had a difficult gestation,in all the novel had a difficult gestation,0.0,0.0,3.68,8
other subtleties occur inside each episode the textures sparkling with wit information and insight,other subtleties occur inside each episode the textures sparkling with wit information and insight,0.0,0.0,7.7,14
his specifications for an open sea submarine and a self contained diving suit were decades before their time yet modern technology bears them out triumphantly,his specifications for an open sea submarine and a self containing diving suit were decades before their time yet modern technology bears them out triumphantly,0.04,0.019,11.135,25
even the supporting cast is shrewdly drawn professor aronnax the career scientist caught in an ethical conflict conseil the compulsive classifier who supplies humorous tag lines for vernes fast facts the harpooner ned land a creature of constant appetites man as heroic animal,even the supporting cast is shrewdly drawn professor aranax the career scientist caught in an ethical conflict conseil the compulsive classifier who supplies humorous taglines for vernes fast facts the harpooner ned land a creature of constant appetites man as heroic animal,0.0698,0.0109,21.05,43
but much of the novels brooding power comes from captain nemo,but much of the novels brooding power comes from captain nemo,0.0,0.0,3.98,11
this compulsion leads nemo into ugly contradictions hes a fighter for freedom yet all who board his ship are imprisoned there for good he works to save lives both human and animal yet he himself creates a holocaust he detests imperialism yet he lays personal claim to the south pole,this compulsion leads nemo into ugly contradictions he is a fighter for freedom yet all who board his ship are imprisoned there for good he works to save lives both human and animal yet he himself creates a holocaust he detests imperialism yet he lays personal claim to the south pole,0.04,0.0071,20.005,50
and in this last action he falls into the classic sin of pride,and in this last action he falls into the classic sin of pride,0.0,0.0,4.58,13
hes swiftly punished,he is swiftly punished,0.6667,0.1,2.18,3
the nautilus nearly perishes in the antarctic and nemo sinks into a growing depression,the nautilus nearly perishes in the antarctic and nemo sinks into a growing depression,0.0,0.0,5.965,14
for many then this book has been a source of fascination surely one of the most influential novels ever written an inspiration for such scientists and discoverers as engineer simon lake oceanographer william beebe polar traveler sir ernest shackleton,for many then this book has been a source of fascination surely one of the most influential novels ever written an inspiration for such scientists and discoverers as engineer simon lake oceanographer william bb polar traveller sir ernest shackleton,0.0513,0.016,17.64,39
fathom six feet,fathom six feet,0.0,0.0,2.415,3
gram roughly one twenty eighth of an ounce,graham roughly one twenty eighth of an ounce,0.125,0.0476,3.25,8
milligram roughly one twenty eight thousand of an ounce,milligram roughly one twenty eight thousandth of an ounce,0.1111,0.0364,4.475,9
liter roughly one quart,liter roughly one quart,0.0,0.0,2.35,4
meter roughly one yard three inches,meter roughly one yard three inches,0.0,0.0,2.935,6
millimeter roughly one twenty fifth of an inch,millimeter roughly one twenty fifth of an inch,0.0,0.0,3.39,8
chapter three as master wishes,chapter three as master wishes,0.0,0.0,3.615,5
three seconds before the arrival of j b hobsons letter i no more dreamed of chasing the unicorn than of trying for the northwest passage,three seconds before the arrival of j b hobsons letter i no more dreamed of chasing the unicorn than of trying for the north west passage,0.08,0.0074,9.19,25
even so i had just returned from an arduous journey exhausted and badly needing a rest,even so i had just returned from an arduous journey exhausted and badly needing a rest,0.0,0.0,6.19,16
i wanted nothing more than to see my country again my friends my modest quarters by the botanical gardens my dearly beloved collections,i wanted nothing more than to see my country again my friends my modest quarters by the botanical gardens my dearly beloved collections,0.0,0.0,9.34,23
but now nothing could hold me back,but now nothing could hold me back,0.0,0.0,2.34,7
conseil was my manservant,consey was my mans servant,0.75,0.16,2.44,4
from rubbing shoulders with scientists in our little universe by the botanical gardens the boy had come to know a thing or two,from rubbing shoulders with scientists in our little universe by the botanical gardens the boy had come to know a thing or two,0.0,0.0,7.32,23
classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale,classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale,0.0,0.0,12.96,39
and yet what a fine gallant lad,and yet what a fine gallant lad,0.0,0.0,2.65,7
not once did he comment on the length or the hardships of a journey,not once did he comment on the length or the hardships of the journey,0.0714,0.0448,4.17,14
never did he object to buckling up his suitcase for any country whatever china or the congo no matter how far off it was,never did he object to buckling up his suitcase for any country whatever china or the congo no matter how far off it was,0.0,0.0,8.34,24
he went here there and everywhere in perfect contentment,he went here there and everywhere in perfect contentment,0.0,0.0,3.91,9
please forgive me for this underhanded way of admitting i had turned forty,please forgive me for this underhanded way of admitting that i had turned forty,0.0769,0.0676,4.905,13
he was a fanatic on formality and he only addressed me in the third person to the point where it got tiresome,he was a fanatic on formality and he only addressed me in the third person to the point where it got tiresome,0.0,0.0,7.2,22
there was good reason to stop and think even for the worlds most emotionless man,there was good reason to stop and think even for the worlds most emotionless man,0.0,0.0,5.725,15
conseil i called a third time conseil appeared,conseil i called a third time conseil appeared,0.0,0.0,4.88,8
did master summon me he said entering,did master summon me he said entering,0.0,0.0,3.295,7
pack as much into my trunk as you can my traveling kit my suits shirts and socks dont bother counting just squeeze it all in and hurry,pack as much into my trunk as you can my travelling kit my suits shirts and socks dont bother counting just squeeze it all in and hurry,0.037,0.0075,9.3,27
well deal with them later what,well deal with them later what,0.0,0.0,2.945,6
anyhow well leave instructions to ship the whole menagerie to france,anyhow well leave instructions to ship the whole menagerie to france,0.0,0.0,4.53,11
yes we are certainly i replied evasively but after we make a detour,yes we are certainly i replied evasively but after we make a detour,0.0,0.0,5.915,13
a route slightly less direct thats all,a route slightly less direct thats all,0.0,0.0,2.735,7
were leaving on the abraham lincoln,were leaving on the abraham lincoln,0.0,0.0,2.355,6
you see my friend its an issue of the monster the notorious narwhale,you see my friend its an issue of the monster the notorious narwhal,0.0769,0.0147,4.745,13
we dont know where it will take us,we dont know where it will take us,0.0,0.0,1.975,8
but were going just the same,but were going just the same said,0.1667,0.1786,1.99,6
we have a commander whos game for anything,we have a commander whos game for anything,0.0,0.0,2.745,8
i left instructions for shipping my containers of stuffed animals and dried plants to paris france,i left instructions for shipping my containers of stuffed animals and dried plants to paris france,0.0,0.0,5.98,16
i opened a line of credit sufficient to cover the babirusa and conseil at my heels i jumped into a carriage,i opened a line of credit sufficient to cover the barbarossa and conseil at my heels i jumped into a carriage,0.0476,0.0374,7.915,21
our baggage was immediately carried to the deck of the frigate i rushed aboard,our baggage was immediately carried to the deck of the frigate i rushed aboard,0.0,0.0,5.285,14
i asked for commander farragut,i asked for commander farragut,0.0,0.0,2.695,5
one of the sailors led me to the afterdeck where i stood in the presence of a smart looking officer who extended his hand to me,one of the sailors led me to the after deck where i stood in the presence of a smart looking officer who extended his hand to me,0.0769,0.0079,7.765,26
in person welcome aboard professor your cabin is waiting for you,in person welcome aboard professor your cabin is waiting for you,0.0,0.0,4.395,11
i was well satisfied with my cabin which was located in the stern and opened into the officers mess,i was well satisfied with my cabin which was located in the stern and opened into the officers mess,0.0,0.0,6.365,19
well be quite comfortable here i told conseil,well be quite comfortable here i told conseil,0.0,0.0,3.505,8
and so if id been delayed by a quarter of an hour or even less the frigate would have gone without me and i would have missed out on this unearthly extraordinary and inconceivable expedition whose true story might well meet with some skepticism,and so if i had been delayed by a quarter of an hour or even less the frigate would have gone without me and i would have missed out on this unearthly extraordinary and inconceivable expedition whose true story might well meet with some scepticism,0.0682,0.0164,14.955,44
the wharves of brooklyn and every part of new york bordering the east river were crowded with curiosity seekers,the wharves of brooklyn and every part of new york bordering the east river were crowded with curiosity seekers,0.0,0.0,6.985,19
departing from five hundred thousand throats three cheers burst forth in succession,departing from five hundred thousand throats three cheers burst forth in succession,0.0,0.0,5.37,12
thousands of handkerchiefs were waving above these tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city,thousands of handkerchiefs were waving above these tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city,0.0,0.0,13.14,35
the analysis of knowledge will occupy us until the end of the thirteenth lecture and is the most difficult part of our whole enterprise,the analysis of knowledge will occupy us until the end of the thirteenth lecture and is the most difficult part of our whole enterprise,0.0,0.0,8.805,24
what is called perception differs from sensation by the fact that the sensational ingredients bring up habitual associates images and expectations of their usual correlates all of which are subjectively indistinguishable from the sensation,what is called perception differs from sensation by the fact that the sensational ingredients bring up habitual associates images and expectations of their usual correlates all of which are subjectively indistinguishable from the sensation,0.0,0.0,17.38,34
whether or not this principle is liable to exceptions everyone would agree that is has a broad measure of truth though the word exactly might seem an overstatement and it might seem more correct to say that ideas approximately represent impressions,whether or not this principle is liable to exceptions every one would agree that it has a broad measure of truth though the word exactly might seem an overstatement and it might seem more correct to say that ideas approximately represent impressions,0.0732,0.0081,16.475,41
and what sort of evidence is logically possible,and what sort of evidence is logically possible,0.0,0.0,3.195,8
there is no logical impossibility in the hypothesis that the world sprang into being five minutes ago exactly as it then was with a population that remembered a wholly unreal past,there is no logical impossibility in the hypothesis that the world sprang into being five minutes ago exactly as it then was with a population that remembered a wholly unreal past,0.0,0.0,14.06,31
all that i am doing is to use its logical tenability as a help in the analysis of what occurs when we remember,all that i am doing is to use its logical tunability as a help in the analysis of what occurs when we remember,0.0435,0.0091,7.72,23
the behaviourist who attempts to make psychology a record of behaviour has to trust his memory in making the record,the behaviorist who attempts to make psychology a record of behavior has to trust his memory in making the record,0.1,0.0174,7.51,20
habit is a concept involving the occurrence of similar events at different times if the behaviourist feels confident that there is such a phenomenon as habit that can only be because he trusts his memory when it assures him that there have been other times,habit is a concept involving the occurrence of similar events at different times if the behaviorist feels confident that there is such a phenomenon as habit that can only be because he trusts his memory when it assures him that there have been other times,0.0222,0.0039,15.905,45
but i do not think such an inference is warranted,but i do not think such an inference is warranted,0.0,0.0,3.62,10
our confidence or lack of confidence in the accuracy of a memory image must in fundamental cases be based upon a characteristic of the image itself since we cannot evoke the past bodily and compare it with the present image,our confidence or lack of confidence in the accuracy of a memory image must in fundamental cases be based upon a characteristic of the image itself since we cannot evoke the past bodily and compare it with the present image,0.0,0.0,16.91,40
we sometimes have images that are by no means peculiarly vague which yet we do not trust for example under the influence of fatigue we may see a friends face vividly and clearly but horribly distorted,we sometimes have images that are by no means peculiarly vague which yet we do not trust for example under the influence of fatigue we may see a friends face vividly and clearly but horribly distorted,0.0,0.0,15.19,36
some images like some sensations feel very familiar while others feel strange,some images like some sensations feel very familiar while others feel strange,0.0,0.0,6.25,12
familiarity is a feeling capable of degrees,familiarity is a feeling capable of degrees,0.0,0.0,3.64,7
in an image of a well known face for example some parts may feel more familiar than others when this happens we have more belief in the accuracy of the familiar parts than in that of the unfamiliar parts,in an image of a well known face for example some parts may feel more familiar than others when this happens we have more belief in the accuracy of the familiar parts than in that of the unfamiliar parts,0.0,0.0,14.56,39
i come now to the other characteristic which memory images must have in order to account for our knowledge of the past,i come now to the other characteristic which memory images must have in order to account for our knowledge of the past,0.0,0.0,7.94,22
they must have some characteristic which makes us regard them as referring to more or less remote portions of the past,they must have some characteristic which makes us regard them as referring to more or less remote portions of the past,0.0,0.0,8.05,21
in actual fact there are doubtless various factors that concur in giving us the feeling of greater or less remoteness in some remembered event,in actual fact there are doubtless various factors that concur in giving us the feeling of greater or less remoteness in some remembered event,0.0,0.0,10.6,24
there may be a specific feeling which could be called the feeling of pastness especially where immediate memory is concerned,there may be a specific feeling which could be called the feeling of pastness especially where immediate memory is concerned,0.0,0.0,7.93,20
there is of course a difference between knowing the temporal relation of a remembered event to the present and knowing the time order of two remembered events,there is of course a difference between knowing the temporal relation of a remembered event to the present and knowing the time order of two remembered events,0.0,0.0,11.845,27
it would seem that only rather recent events can be placed at all accurately by means of feelings giving their temporal relation to the present but it is clear that such feelings must play an essential part in the process of dating remembered events,it would seem that only rather recent events can be placed at all accurately by means of feelings giving their temporal relation to the present but it is clear that such feelings must play an essential part in the process of dating remembered events,0.0,0.0,18.145,44
if we had retained the subject or act in knowledge the whole problem of memory would have been comparatively simple,if we had retained the subject or act in knowledge the whole problem of memory would have been comparatively simple,0.0,0.0,7.835,20
remembering has to be a present occurrence in some way resembling or related to what is remembered,remembering has to be a present occurrence in some way resembling or related to what is remembered,0.0,0.0,6.56,17
some points may be taken as fixed and such as any theory of memory must arrive at,some points may be taken as fixed and such as any theory of memory must arrive at,0.0,0.0,6.44,17
in this case as in most others what may be taken as certain in advance is rather vague,in this case as in most others what may be taken as certain in advance is rather vague,0.0,0.0,6.265,18
the first of our vague but indubitable data is that there is knowledge of the past,the first of our vague but indubitable data is that there is knowledge of the past,0.0,0.0,6.34,16
we might provisionally though perhaps not quite correctly define memory as that way of knowing about the past which has no analogue in our knowledge of the future such a definition would at least serve to mark the problem with which we are concerned though some expectations may deserve to rank with memory as regards immediacy,we might provisionally though perhaps not quite correctly define memory as that way of knowing about the past which has no analogue in our knowledge of the future such a definition would at least serve to mark the problem with which we are concerned though some expectations may deserve to rank with memory as regards immediacy,0.0,0.0,21.78,56
this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory,this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory,0.0,0.0,9.3,27
a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe,a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe,0.0,0.0,11.135,30
i can set to work now to remember things i never remembered before such as what i had to eat for breakfast this morning and it can hardly be wholly habit that enables me to do this,i can set to work now to remember things i never remembered before such as what i had to eat for breakfast this morning and it can hardly be holy habit that enables me to do this,0.027,0.0111,11.56,37
the fact that a man can recite a poem does not show that he remembers any previous occasion on which he has recited or read it,the fact that a man can recite a poem does not show that he remembers any previous occasion on which he has recited or read it,0.0,0.0,8.54,26
semons two books mentioned in an earlier lecture do not touch knowledge memory at all closely,simmons two books mentioned in an earlier lecture do not touch knowledge memory at all closely,0.0625,0.0215,7.28,16
they give laws according to which images of past occurrences come into our minds but do not discuss our belief that these images refer to past occurrences which is what constitutes knowledge memory,they give laws according to which images of past occurrences come into our minds but do not discuss our belief that these images refer to past occurrences which is what constitutes knowledge memory,0.0,0.0,12.665,33
it is this that is of interest to theory of knowledge,it is this that is of interest to theory of knowledge,0.0,0.0,3.88,11
it is by no means always reliable almost everybody has at some time experienced the well known illusion that all that is happening now happened before at some time,it is by no means always reliable almost everybody has at some time experienced the well known illusion that all that is happening now happened before at some time,0.0,0.0,11.69,29
whenever the sense of familiarity occurs without a definite object it leads us to search the environment until we are satisfied that we have found the appropriate object which leads us to the judgment this is familiar,whenever the sense of familiarity occurs without a definite object it leads us to search the environment until we are satisfied that we have found the appropriate object which leads us to the judgment this is familiar,0.0,0.0,14.51,37
thus no knowledge as to the past is to be derived from the feeling of familiarity alone,thus no knowledge as to the past is to be derived from the feeling of familiarity alone,0.0,0.0,7.555,17
a further stage is recognition,a further stage is recognition,0.0,0.0,3.235,5
recognition in this sense does not necessarily involve more than a habit of association the kind of object we are seeing at the moment is associated with the word cat or with an auditory image of purring or whatever other characteristic we may happen to recognize in the cat of the moment,recognition in this sense does not necessarily involve more than a habit of association the kind of object we are seeing at the moment is associated with the word cat or with an auditory image of purring or whatever other characteristic we may happen to recognize in the cat of the moment,0.0,0.0,20.535,52
we are of course in fact able to judge when we recognize an object that we have seen it before but this judgment is something over and above recognition in this first sense and may very probably be impossible to animals that nevertheless have the experience of recognition in this first sense of the word,we are of course in fact able to judge when we recognize an object that we have seen it before but this judgment is something over and above recognition in this first sense and may very probably be impossible to animals that nevertheless have the experience of recognition in this first sense of the word,0.0,0.0,22.49,55
this knowledge is memory in one sense though in another it is not,this knowledge is memory in one sense though in another it is not,0.0,0.0,4.59,13
there are however several points in which such an account of recognition is inadequate to begin with it might seem at first sight more correct to define recognition as i have seen this before than as this has existed before,there are however several points in which such an account of recognition is inadequate to begin with it might seem at first sight more correct to define recognition as i have seen this before than as this has existed before,0.0,0.0,16.695,40
the definition of my experience is difficult broadly speaking it is everything that is connected with what i am experiencing now by certain links of which the various forms of memory are among the most important,the definition of my experience is difficult broadly speaking it is everything that is connected with what i am experiencing now by certain links of which the various forms of memory are among the most important,0.0,0.0,14.945,36
thus if i recognize a thing the occasion of its previous existence in virtue of which i recognize it forms part of my experience by definition recognition will be one of the marks by which my experience is singled out from the rest of the world,thus if i recognize a thing the occasion of its previous existence in virtue of which i recognize it forms part of my experience by definition recognition will be one of the marks by which my experience is singled out from the rest of the world,0.0,0.0,18.76,46
of course the words this has existed before are a very inadequate translation of what actually happens when we form a judgment of recognition but that is unavoidable words are framed to express a level of thought which is by no means primitive and are quite incapable of expressing such an elementary occurrence as recognition,of course the words this has existed before are a very inadequate translation of what actually happens when we form a judgment of recognition but that is unavoidable words are framed to express a level of thought which is by no means primitive and are quite incapable of expressing such an elementary occurrence as recognition,0.0,0.0,24.485,55
he is a welcome figure at the garden parties of the elect who are always ready to encourage him by accepting free seats for his play actor managers nod to him editors allow him to contribute without charge to a symposium on the price of golf balls,he is a welcome figure at the garden parties of the elect who are always ready to encourage him by accepting free seats for his play actor managers nod to him editors allow him to contribute without charge to a symposium on the price of golf balls,0.0,0.0,14.44,47
in short he becomes a prominent figure in london society and if he is not careful somebody will say so,in short he becomes a prominent figure in london society and if he is not careful somebody will say so,0.0,0.0,7.56,20
but even the unsuccessful dramatist has his moments,but even the unsuccessful dramatist has his moments,0.0,0.0,3.415,8
your play must be not merely a good play but a successful one,your play must be not merely a good play but a successful one,0.0,0.0,3.955,13
frankly i cannot always say,frankly i cannot always say,0.0,0.0,2.425,5
but suppose you said im fond of writing my people always say my letters home are good enough for punch,but suppose you said im fond of writing my people always say my letters home are good enough for punch,0.0,0.0,5.47,20
ive got a little idea for a play about a man and a woman and another woman and but perhaps id better keep the plot a secret for the moment,ive got a little idea for a play about a man and a woman and another woman and but perhaps i better keep the plot a secret for the moment,0.0333,0.0072,7.795,30
anyhow its jolly exciting and i can do the dialogue all right,anyhow its jolly exciting and i can do the dialogue all right,0.0,0.0,3.275,12
lend me your ear for ten minutes and you shall learn just what stagecraft is,lend me your ear for ten minutes and you shall learn just what stagecraft is,0.0,0.0,4.43,15
and i should begin with a short homily on soliloquy,and i should begin with a short homily on soliloquy,0.0,0.0,4.38,10
ham to be or not to be,him to be or not to be,0.1429,0.0455,2.16,7
now the object of this soliloquy is plain,now the object of this soliloquy is plain,0.0,0.0,2.885,8
indeed irresolution being the keynote of hamlets soliloquy a clever player could to some extent indicate the whole thirty lines by a silent working of the jaw but at the same time it would be idle to deny that he would miss the finer shades of the dramatists meaning,indeed irresolution being the keynote of hanlets soliloquy a clever player could to some extent indicate the whole thirty lines by a silent working of the jaw but at the same time it would be idle to deny that he would miss the finer shades of the dramatists meaning,0.0204,0.0038,16.4,49
we moderns however see the absurdity of it,we moderns however see the absurdity of it,0.0,0.0,3.15,8
if it be granted first that the thoughts of a certain character should be known to the audience and secondly that soliloquy or the habit of thinking aloud is in opposition to modern stage technique how shall a soliloquy be avoided without damage to the play,if it be granted first that the thoughts of a certain character should be known to the audience and secondly that soliloquy or the habit of thinking aloud is in opposition to modern stage type think how shall a soliloquy be avoided without damage to the play,0.0435,0.0311,16.02,46
and so on till you get to the end when ophelia might say ah yes or something non committal of that sort,and so on till you get to the end when ophelia might say ah yes or something non committal of that sort,0.0,0.0,6.755,22
this would be an easy way of doing it but it would not be the best way for the reason that it is too easy to call attention to itself,this would be an easy way of doing it but it would not be the best way for the reason that it is too easy to call attention to itself,0.0,0.0,7.545,30
in the old badly made play it was frequently necessary for one of the characters to take the audience into his confidence,in the old badly made play it was frequently necessary for one of the characters to take the audience into his confidence,0.0,0.0,7.17,22
in the modern well constructed play he simply rings up an imaginary confederate and tells him what he is going to do could anything be more natural,in the modern well constructed play he simply rings up an imaginary confederate and tells him what he is going to do could anything be more natural,0.0,0.0,8.94,27
i want double nine hal lo,i want double nine hello,0.3333,0.08,2.405,6
double nine two three elsinore double nine yes hallo is that you horatio hamlet speaking,double nine two three elsinor d double knot yes hello is that you horatio hamlet speaking,0.2667,0.0795,7.165,15
i say ive been wondering about this business,i say ive been wondering about this business,0.0,0.0,2.565,8
to be or not to be that is the question whether tis nobler in the mind to suffer the slings and arrows what no hamlet speaking,to be or not to be that is the question whether tis nobler in the mind to suffer the slings and arrows what no hamlet speaking,0.0,0.0,8.23,26
you gave me double five i want double nine hallo is that you horatio hamlet speaking,you gave me double five i want double nine hello is that you horatio hamlet speaking,0.0625,0.0119,6.215,16
to be or not to be that is the question whether tis nobler,to be or not to be that is the question whether tis no blur,0.1538,0.0345,4.1,13
it is to let hamlet if that happen to be the name of your character enter with a small dog pet falcon mongoose tame bear or whatever animal is most in keeping with the part and confide in this animal such sorrows hopes or secret history as the audience has got to know,it is to let hamlet if that happened to be the name of your character enter with a small dog petfalcon mongoose tame bear or whatever animal is most in keeping with the part and confide in this animal such sorrows hopes or secret history as the audience has got to know,0.0566,0.0112,15.74,53
enter hamlet with his favourite boar hound,enter hamlet with his favourite boarhound,0.2857,0.0238,2.95,7
lady larkspur starts suddenly and turns towards him,lady larksburg starts suddenly and turns toward him,0.25,0.0588,2.835,8
larkspur bit me again this morning for the third time,larkspur bit me again this morning for the third time,0.0,0.0,3.345,10
i want to get away from it all swoons,i want to get away from it all swoon,0.1111,0.027,2.985,9
enter lord arthur fluffinose,enter lord arthur fluffinose,0.0,0.0,2.235,4
and there you are you will of course appreciate that the unfinished sentences not only save time but also make the manoeuvring very much more natural,and there you are you will of course appreciate that the unfinished sentences not only save time but also make the manoeuvring very much more natural,0.0,0.0,9.64,26
how you may be wondering are you to begin your masterpiece,how you may be wondering are you to begin your masterpiece,0.0,0.0,3.315,11
relapses into silence for the rest of the evening,relapses into silence for the rest of the evening,0.0,0.0,2.23,9
the duchess of southbridge to lord reggie oh reggie what did you say,the duchess of southbridge to lord reggie oh reggie what did you say,0.0,0.0,4.465,13
then lord tuppeny well what about auction,then lord tupany well what about auction,0.1429,0.0488,3.38,7
the crowd drifts off leaving the hero and heroine alone in the middle of the stage and then you can begin,the crowd drifts off leaving the hero and heroine alone in the middle of the stage and then you can begin,0.0,0.0,6.47,21
then is the time to introduce a meal on the stage,then is the time to introduce a meal on the stage,0.0,0.0,2.86,11
a stage meal is popular because it proves to the audience that the actors even when called charles hawtrey or owen nares are real people just like you and me,a stage meal is popular because it proves to the audience that the actors even when called charles haltry or owen nairs are real people just like you and me,0.0667,0.0255,9.205,30
tea please matthews butler impassively,t please matthews butler impassively,0.2,0.0526,3.125,5
hostess replaces lump and inclines empty teapot over tray for a moment then hands him a cup painted brown inside thus deceiving the gentleman with the telescope in the upper circle,hostess replaces lump and inclines empty teapot over tray for a moment then hands him a cup painted brown inside thus deceiving the gentleman with the telescope in the upper circle,0.0,0.0,10.345,31
re enter butler and three footmen who remove the tea things hostess to guest,re enter butler and three footmen who remove the tea things hostess two guest,0.0714,0.0132,4.94,14
in novels the hero has often pushed his meals away untasted but no stage hero would do anything so unnatural as this,in novels the hero has often pushed his meals away untasted but no siege hero would do anything so unnatural as this,0.0455,0.0172,7.27,22
two bites are made and the bread is crumbled with an air of great eagerness indeed one feels that in real life the guest would clutch hold of the footman and say half a mo old chap i havent nearly finished but the actor is better schooled than this,two bites are made and the bread is crumbled with an air of great eagerness indeed one feels that in real life the guest would clutch hold of the footman and say half em old chap i havent nearly finished but the actor is better schooled than this,0.0408,0.0121,13.28,49
but it is the cigarette which chiefly has brought the modern drama to its present state of perfection,but it is the cigarette which chiefly has brought the modern drama to its present state of perfection,0.0,0.0,5.175,18
lord john taking out gold cigarette case from his left hand upper waistcoat pocket,lord john taking out golds cigarette case from his left hand upper waistcoat pocket,0.0714,0.0122,5.23,14
all about him was a tumult of bright and broken color scattered in broad splashes,all about him was a tumult of bright and broken colour scattered in broad splashes,0.0667,0.0123,5.695,15
the merganser had a crested head of iridescent green black a broad collar of lustrous white black back black and white wings white belly sides finely pencilled in black and white and a breast of rich chestnut red streaked with black,the mergantser had a crested head of iridescent green black a broad collar of lustrous white black back black and white wings white belly sides finely penciled in black and white and a breast of rich chestnut red streaked with black,0.0488,0.0086,16.575,41
his feet were red his long narrow beak with its saw toothed edges and sharp hooked tip was bright red,his feet were red his long narrow beak with its sawtoothed edges and sharp hooked tip was bright red,0.1,0.0099,7.51,20
but here he was at a terrible disadvantage as compared with the owls hawks and eagles he had no rending claws,but here he was at a terrible disadvantage as compared with the owls hawks and eagles he had no rending claws,0.0,0.0,7.6,21
but suddenly straight and swift as a diving cormorant he shot down into the torrent and disappeared beneath the surface,but suddenly straight and swift as a diving cormorant he shot down into the torrent and disappeared beneath the surface,0.0,0.0,7.5,20
once fairly a wing however he wheeled and made back hurriedly for his perch,once fairly a wing however he wheeled and made back hurriedly for his perch,0.0,0.0,4.7,14
it might have seemed that a trout of this size was a fairly substantial meal,it might have seemed that a trout of this size was a fairly substantial meal,0.0,0.0,4.295,15
but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey,but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey,0.0,0.0,14.3,42
in despair he hurled himself downward too soon,in despair he hurled himself downward too soon,0.0,0.0,3.28,8
the great hawk followed hurriedly to retrieve his prey from the ground,the great hawk followed hurriedly to retrieve his prey from the ground,0.0,0.0,4.045,12
the cat growled softly picked up the prize in her jaws and trotted into the bushes to devour it,the cat growled softly picked up the prize in her jaws and trotted into the bushes to devour it,0.0,0.0,6.74,19
in fact he had just finished it the last of the trouts tail had just vanished with a spasm down his strained gullet when the baffled hawk caught sight of him and swooped,in fact he had just finished it the last of the trouts tail had just vanished with a spasm down his strained gullet when the baffled hawk caught sight of him and swooped,0.0,0.0,10.06,33
the hawk alighted on the dead branch and sat upright motionless as if surprised,the hawk alighted on the dead branch and sat upright motionless as if surprised,0.0,0.0,5.045,14
like his unfortunate little cousin the teal he too had felt the fear of death smitten into his heart and was heading desperately for the refuge of some dark overhanging bank deep fringed with weeds where the dreadful eye of the hawk should not discern him,like his unfortunate little cousin the teal he too had felt the fear of death smitten into his heart and was heading desperately for the refuge of some dark overhanging bank deep fringed with weeds where the dreadful eye of the hawk should not discern him,0.0,0.0,15.0,46
the hawk sat upon the branch and watched his quarry swimming beneath the surface,the hawk sat upon the branch and watched his quarry swimming beneath the surface,0.0,0.0,4.67,14
almost instantly he was forced to the top,almost instantly he was forced to the top,0.0,0.0,2.335,8
straightway the hawk glided from his perch and darted after him,straightway the hawk glided from his perch and darted after him,0.0,0.0,3.92,11
but at this point in the rapids it was impossible for him to stay down,but at this point in the rapids it was impossible for him to stay down,0.0,0.0,3.66,15
but this frequenter of the heights of air for all his savage valor was troubled at the leaping waves and the tossing foam of these mad rapids he did not understand them,but this frequenter of the heights of air for all his savage valour was troubled at the leaping waves and the tossing foam of these mad rapids he did not understand them,0.0312,0.006,10.45,32
as he flew his down reaching clutching talons were not half a yard above the fugitives head,as he flew his down reaching clutching talons were not half a yard above the fugitives head,0.0,0.0,5.81,17
