ref,hyp,wer,cer,duration_sec,n_ref_words
конгресс начал финансировать инициативу по борьбе с развратом в 2005 налоговом году и определил что фбр должно выделить 10 агентов на борьбу со взрослой порнографией,конгресс начал финансировать и нацатируем его по борьбе с раз вратам в 2005м налогом году и я предидел что фбр одолжен выделить 10 гентов на борьбу со взрослой партнографии,0.48,0.1697,13.32,25
неблагоприятные метеоусловия это общий термин для обозначения любого опасного явления погоды способного причинить какойлибо ущерб вызвать серьёзные социальные потрясения или привести к человеческим жертвам,неблагоприятное иметью условия это общий термин для обозначения любого опасного явления погоды способного причинить какойлибо ущерб вызвать серьезные социальные потрясения или привести к человеческим жертвам,0.1667,0.0293,19.44,24
с 1966 года сундарбан является заповедником дикой природы и по имеющимся подсчётам на его территории в настоящее время обитают 400 бенгальских тигров и около 30 000 пятнистых оленей,с 1996 года сундарпан гибляется за повенником цикоприероды и помейшимся по отчетам на его территории в настоящие время обитают 4 г и около 30 тысяч пик не издыхалиний,0.6071,0.3039,15.72,28
растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,о растения выглядит лучше всего в своей естественной среде обитания поэтому не поддавайте с искушенью взять хотя бы один экземпляр,0.2778,0.0469,11.94,18
в 2002 году город гома был разрушен лавой вулкана ньирагонго которая похоронила под собой большую часть городских улиц особенно центральную часть города,в 2000м году город глома был разрушен лавой вулкана нира гломга которая похоронила под собой большую часть грязких улиц особенно центральную часть города,0.2273,0.0789,12.06,22
на видимой стороне может быть больше лунных морей потому что там кора тоньше лаве было легче подняться на поверхность,на видимости ранее может быть больше лунных морей потому что там коротонишь лави было легче подняться на поверхность,0.2632,0.094,11.88,19
начальник полиции чандра шехар соланки заявил что обвиняемые были представлены перед судьями с закрытыми лицами,начальник полиции чандр ошибар саланки заявил что ввеняемы были представлены перед судими закрытыми лицами,0.4,0.1171,8.28,15
одна из бомб взорвалась возле офиса генералгубернатора,одна из бомп взорвалась после офиса генерала губерната,0.5714,0.1296,7.56,7
когда лиггинс работал в больнице в свободное от работы время он начал расследовать случаи преждевременных родов,когда леин сработал в больнице субводные отработы время он начал расследовать с лучей прежде временных родов,0.625,0.1441,8.76,16
целые 20 процентов воды поступаемой из рек нашей планеты в океаны текут из амазонки,целый 20 воды поступаем из рек нашей планеты вакиан идти кут и с amazonки,0.6429,0.3494,7.32,14
документ согласно утечке информации будет касаться спора насчёт границ которые палестина хочет установить на основе тех что существовали до начала шестидневной войны 1967 года,документ согласного утечки информации будет касаться спорночат границ который полестина хочет установить на основе тех что существовали до начала шести ненавеной 1907 года,0.375,0.1086,12.66,24
однако после потери калитки капитана индия совершила лишь 36 пробегов потеряв 7 калиток для завершения иннингсов,одна капусли потеря колитки капитана индия совершила лишь 36 пробегов потеря в 7 колита для завершения и ненгсов,0.5625,0.1161,12.84,16
только мутации в клетках зародышевой линии могут передаваться далее детям в то время как мутации гдето ещё могут привести к гибели клеток или раку,только мутации в клетках зародашего линии могут придаваться далее в то время к мутации гдето еще могут пристить гибели клеток лераку,0.375,0.1438,8.94,24
более традиционные церкви зачастую проводят пасхальное богослужение в субботу вечером во время пасхальных выходных при этом прихожане обычно начинают в полночь празднование воскресения христа,более традиционный церкви зачастую проводит пасхальная богослужения в субуту вечером во время пасхальных выходных при этом прихожания обычно начинают в полночь праздывание поскресениях реста,0.375,0.0785,17.28,24
высота подмостового габарита составляет 15 метров строительство было завершено в августе 2011 года его не открывали для движения до марта 2017 года,высота под мостового губарита составляет 15 метров стратився что было завершено в августе 2011 года и его не открывали для движения до марта 2017 года,0.2727,0.0816,13.2,22
шпалы начали применяться довольно давно для того чтобы удерживать рельсы на месте однако впоследствии стало ясно что пути были более эффективны при полосе из железа сверху,шпал на челюпоременяться довольно дарного для того чтобы удерживать рельсеномести однако в последствии стало ясно чтобы у тебя были более эффективно при полосе и железо сверху,0.5769,0.152,13.74,26
большие области далее к северу довольно редко заселены а некоторые из них практически незаселённая глушь,большие области далее ксеверо довольно редко заселены а некоторые из них практически не заселенные оглуши,0.3333,0.0769,8.16,15
в репортажах по телевидению сообщается о белом дыме идущем от завода,в репортажах потелевиднее сообщеится убилом дыме и дущу от завода,0.6364,0.1765,6.84,11
федерация гимнастики сша и олимпийский комитет сша имеют одинаковую цель сделать гимнастику и другие виды спорта настолько безопасными для спортсменов насколько это возможно чтобы они могли стремиться к своим целям в безопасной позитивной среде и были наделены всеми правами,федерация гемнастике сша и олимпийской комитет сша имют одинаковую цель сделать гемнастику и другие виды спорта настолько безопасными для спортсменов насколько это возможно чтобы они могли стремиться к своим цельям в безопасной посетивной среде и были наделены всеми правами,0.1538,0.0292,23.46,39
он является одной из главных достопримечательностей южной африки и считается ведущим среди южноафриканских национальных парков sanparks,он является одной из главных стопримечательности южной африки и считается ведущим среди южнафрика с кемцианальных парков,0.3125,0.163,10.56,16
мы строим наши дома и изготавливаем одежду из растений большая часть нашей пищи это растения без растений животные не смогли бы выжить,мы строим наши дома и из катавливаема одежду из растений больше часть нашей пищи от растения без растений животные не смогли бы выжить,0.1818,0.0597,9.96,22
твердо отказывайте мужчинам и не бойтесь стоять на своем такое недопустимо вне зависимости от культурных различий,твёрдат отказывайте мужчинам и не бойтесь стоять на своем такой недопустима вне зависимости от культурных различий,0.1875,0.0442,9.48,16
апиа столица самоа город расположен на острове уполу и имеет население чуть менее 40 000 жителей,апя остается само город расположен на острове уполу имеет население чуть менее 40 тысяч жителей,0.3125,0.1667,8.7,16
документ согласно утечке информации будет касаться спора насчёт границ которые палестина хочет установить на основе тех что существовали до начала шестидневной войны 1967 года,докумен с экластного течки информации будет касаться спора на счет границ которые полистинных хочет установить на основе тех что существовали до начала шести дневной вный вный тысяч 1996й оттетьного года,0.5833,0.2343,13.26,24
большинство зданий по краям комплекса было перестроено чтобы дать туристам более точное представление о том как они выглядели изначально,большинство зданий по краям комплекса было перестроено чтобы дать туристом более точное представление о том как они выглядели и сначала,0.1579,0.0441,13.32,19
гренландия была слабо заселена в скандинавских сагах повествуется о том что эрика рыжего изгнали из исландии за убийство и продвигаясь дальше на запад он открыл гренландию и дал ей название,ринландия была слаба заселена с кондинарских сахтов повестывается о том что арика рижа из нали из исланде из авбийства и продвигаясь дальше на запад он открыл ринландию и долгие названия,0.5667,0.1746,17.16,30
показатель ph определяется степенью насыщенности ионами водорода h в ph исследуемого химического соединения,показатель пиаше определяется степени на священности и онами водорода эйч в пиаше и следую малохимическое соединение,0.9231,0.2617,10.44,13
территория гонконга была названа в честь острова гонконг места которое многие туристы считают главным объектом своего внимания,тиритория ганконга была названа в честь острова ганконг место которым многие туристы считают главным объектом своего внимания,0.2941,0.0556,12.84,17
их термические характеристики не такие стабильные как у больших пещер на земле которые часто поддерживают почти постоянную температуру но они соответствуют тому что является глубокими ямами в грунте сообщил глен кушинг из отдела планетной геологии геологической службы сша и университета северной аризоны расположенного во флагстаффе аризона,их термический характеристик не такие стабильные как у больших пещерно земле которые часто поддерживают почти постоянную температуру но они соответствуют тому что является глубокими ямами в грунте собщил клин кушенк и задела планетной геологии геологической службы сша и университета северной оризона расположенного в флокстафии оризона,0.2826,0.0587,26.58,46
на видимой стороне может быть больше лунных морей потому что там кора тоньше лаве было легче подняться на поверхность,на виде моего стороне может быть больше лунных морей потому что там коротонша лави был легче подняться на поверхность,0.3158,0.094,10.32,19
сцены показывают на пирамидах и разные пирамиды освещаются,сцены показывают на перомидах и разные перомиды освещаются,0.25,0.069,5.34,8
национальный парк плитвицкие озёра сильно зарос лесом в основном буками елями и пихтами и представляет собой смесь альпийской и средиземноморской растительности,национальный парк политические озера сильно зарослесом в основном буками елями и пихками и представляет собой смесь альпийской и среди зеноморской растительности,0.3333,0.0625,15.84,21
мы согласны с заявлением usoc о том что интересам наших спортсменов клубов а также их видов спорта больше соответствует проведение реформ внутри нашей организации а не аннулирование ее сертификации,мы согласны заявлением usoc о том что интересен наших спортсменов клубов а также их видов спорта больше соответствует проведения реформ внутри нашей организации а не аннелирование и ее сертификации,0.1724,0.0406,16.38,29
сцены показывают на пирамидах и разные пирамиды освещаются,сцены показывают на перемидах и разные перемиды освещаются,0.25,0.069,5.22,8
к 1976 году было восстановлено 30 мачупикчу работы по реставрации продолжаются и по сей день,к течение 961600 было восстановлено 30 мачу пикчу работой по реставрации продолжается и по сей день,0.4,0.1848,10.92,15
таким образом вполне вероятно что запись была добавлена просто как пометка,таким образом вполне вероятно что запись была добавлена просто как пометка,0.0,0.0,6.36,11
рассеянный склероз это заболевание поражающее центральную нервную систему которая состоит из головного мозга спинного мозга и зрительного нерва,российный склероз это заболевание поражающая церальную нервную систему которая состоит из головного мозга с пиновом мозга из рительного нерва,0.3889,0.0979,11.16,18
козы повидимому впервые были одомашнены около 10 000 лет назад в иранских горах загрос,козы повете ему впервые были одомашни на около 10 тысяч лет назад в уранских горах загрес,0.5,0.1744,8.1,14
сильные ветра град обильные осадки и лесные пожары являются проявлениями и эффектами суровых погодных явлений таких как бури торнадо водяные смерчи и ураганы,сильные ветра град обильные садки или с ней пожар являются проявлениями и эффектами с ровых погонных явлений таких как буре торнада в один из мерчей и уроканы,0.6522,0.1401,13.74,23
исследователи университета сообщили что эти два соединения вступают друг с другом в реакцию образуя кристаллы которые могут блокировать работу почек,и следователи университета сообщили что эти два садения ступают друг с другом в реакции образуют кресталы которые могут блокировать работу почек,0.35,0.0743,10.68,20
для людей может быть неожиданным что терпение и понимание необходимо проявлять и к путешественникам вернувшимся домой,для людей может быть неожиданным что терпение и понимание необходимо проявлять и к путешествии никому вернулся до мой,0.3125,0.0855,10.14,16
хотя никто не знает наверняка кто его написал известно что в начале своего существования этот большой пергаментный документ размером 29¾ на 24½ дюйма был свёрнут для более удобного хранения,хотя никто не знает наверняка кто его написал и известно что в начале своего существования этот большой предкометный документ размером 293 четвертых на 2412 было сверно для более удобного хранения,0.2759,0.1481,17.1,29
шпалы начали применяться довольно давно для того чтобы удерживать рельсы на месте однако впоследствии стало ясно что пути были более эффективны при полосе из железа сверху,шпалы начали применяться довольно давно для того чтобы удерживать рельси на месте однак в последствии стало ясно чтобы идти были более эффективным приполосе из железа сверху,0.3462,0.0526,13.08,26
во всех научных вопросах включая психологию были приняты взгляды аристотеля,во всех научных вопросах включая психологию были приняты взгляды арестотеля,0.1,0.0133,9.6,10
исследуя архипелаги или посещая озера вы вполне сможете обойтись и без яхты,если ду архипи лаги или посещаю зерок выполнись можете обоятьесь и безъекты,1.0,0.3067,6.54,12
виртуальные команды придерживаются тех же стандартов мастерства что и обычные команды но имеются небольшие различия,виртуальные команды придерживаются тех же стандартов мастерства что я обычные команды но имеются небольшие различия,0.0667,0.0087,8.76,15
национальный парк плитвицкие озёра сильно зарос лесом в основном буками елями и пихтами и представляет собой смесь альпийской и средиземноморской растительности,национали парплитвитский озера с сильной зарослесом в основном буками елями и пихтыми и представляет собой смесь альпийской и средиземноморск растительности,0.4286,0.1062,12.48,21
в итоге сплочённая работа организации с целью преодолеть препятствие может привести к новому инновационному процессу который будет отвечать интересам клиента,вытоги сплочен на работе организации с целью преодолеть препятствия может привести к новому инновационную процессу который будет отвечать интересам клиента,0.3,0.0701,10.14,20
важно различать глаголы и дополнения,важно развечать в кваголы и дополнение,0.8,0.1944,4.56,5
профессор памела фергюсон из университета данди отмечает что журналисты похоже и вправду ходят по опасной грани публикуя фотографии и прочие данные о подозреваемых,профессор по майлафергусин из унирстита дандии отмечает что журналисты похожи и вправду ходят по опасной гране публикуев фотографии и прочей данные ободозреваемых,0.4348,0.1227,15.36,23
но шенгенская зона в этом плане функционирует как единая страна,нашенгенская зона в этом плане функционирует как единая страна,0.2,0.0317,5.94,10
согласно ядерному управлению японии на заводе были обнаружены радиоактивный цезий и йод,согласно ядерному управлению японии на заводе были обнаружены радиактивной цезии и йод,0.1667,0.0345,6.9,12
она тоньше под лунными морями и толще под нагорьями,он отонше подлупный мимарям и толще под нагореме,0.6667,0.2549,6.84,9
данный город сильно отличается от других городов страны так как в нем преобладает арабский колорит а не африканский,данный город сильно отличается от других городов страны так как в нем приобладает арабский колорит а нефриканский,0.1667,0.0261,10.32,18
парижане слывут эгоцентричными грубыми и надменными,порежание с ловут эгоцентричными грубами и надменными,0.6667,0.1176,4.92,6
в немецкой выпечке часто используются миндаль фундук и другие древесные орехи зачастую популярные торты отлично сочетаются с чашкой крепкого кофе,в немецкой выбочки часто используются миндаль фундук и другие древесные орехи зачастую популярные торты отлично сочетаются с чашкой крепкого кофе,0.05,0.0207,10.68,20
некоторые атомы имеют нестабильное ядро что означает что они склонны распадаться при малом воздействие или без него,некоторые атомы имеют нестабильные дров что означает что они склонно распадаться при малом воздействии или без него,0.2353,0.0435,9.48,17
развлекательноновостной сайт tmz полагает что фотограф остановил свой автомобиль на противоположной стороне бульвара сепульведа и попытался сделать снимки остановки полицейскими перед тем как перейти дорогу и продолжить полицейский калифорнийского дорожного патруля остановивший движение дважды был вынужден приказать ему перейти обратно,разликателен на востной сайт tmz полагает что фотограф остановился в автомобиль нам противоположность ранее бульвара с репульведа и бы пытался сделать снимки остановки полицейскими перейтем как перейти дорогой продолжить полицейский колефорнизского дорожного патруля остановившие движения два чтобы вынужден приказать ему перейти обратно,0.525,0.1098,23.46,40
коллегирестлеры тоже отдали луне дань уважения,коллеги резлеры тоже отдалил унидан к уважения,0.8333,0.1957,6.84,6
виртуальный скаффолдинг помогающий в обучении встроен в программное обеспечение и предназначен для того чтобы напоминать объяснять и задавать вопросы насчёт процедур с которыми обучающемуся возможно было бы слишком трудно справиться в одиночку,вертуальный сковольдинг помогающий в обещении встроен в программе обеспечении предназначен для того чтобы напоминать объяснять и задавать вопросы на счет процедур с которым обещающимся возможно вы любите слишком трудно справиться в одиночку,0.375,0.1029,19.68,32
прерывание сна это процесс целенаправленного пробуждения во время обычного сна и повторного засыпания через короткое время 1060 минут,при ровании сна этот процесс или направленного пробуждения во время обычного сна и повторного засыпания через короткое время 1060 минут,0.2778,0.0677,10.62,18
глажка влажной одежды помогает ей высохнуть многие отели предоставляют напрокат утюг и гладильную доску даже если они отсутствуют в номере,глажка влажной одежды помогает ей высохнуть но и отели продаставляет на прокат путью их лодильную доску даже если у нее отсутствует в номере,0.55,0.1304,11.1,20
звуковое и световое шоу на фоне пирамиды является одним из самых интересных мероприятий в этой местности для детей,звуковое свето вою шоу но фоне пирамиды являются одним из самых интересных мероприятий в этом местности для детей,0.2778,0.0614,10.32,18
среди большинства граждан и народов в 1920е годы преобладали такие настроения как пацифизм и изоляция,среди большинства граждан и народов в 1920е годы при обладали такие настроения как пацифизм и изоляция,0.1333,0.0198,12.48,15
эта стратегия доказала свою эффективность отрезав жизненно важные военные и гражданские поставки хотя эта блокада нарушала принятые повсеместно международные законы изложенные в нескольких международных соглашениях за последние двести лет,это стратегия доказала свою эффективность отрезавшизии на важной военной и гражданские поставки хотя это блокада нарушала принято и по семестными жнеродной законы изложены в несколько международных соглашения за последние две стилет,0.5517,0.1345,15.84,29
будучи всесторонне развитым атлетом тигр может взбираться на деревья хотя и не очень хорошо плавать прыгать на большие расстояния и тянуть с силой пяти крепких человек,будучи все стороне разы ты могли там тихр может собираться на дереве хотя они очень хорошо плавать прыгать на большие расстояния и тянут силы пяти крепких человек,0.5385,0.1437,13.38,26
например ежегодно учащиеся школы беннет в северной каролине создают сайт о своём посещении столицы штата и каждый год этот сайт обновляется но доступ к старым версиям попрежнему сохраняется они служат памятным альбомом,например ежегодного учащаясь из школы беннод все верной королине создают сайт о своем посещении столицы штата и каждый год этот сайт обновляется но доступ к старым версии попрежнему сохраняется они слушат памятным альбомом,0.3125,0.078,15.72,32
в некоторых местах достаточно прокипятить воду в течение минуты в других потребуется несколько минут,в некоторых местах достаточно прокипятить воду в течение минуты в других потребуется несколько минут,0.0,0.0,10.2,14
правящая партия организация народов югозападной африки свапо также сохранила большинство на парламентских выборах,провищая партия организация народов югозапанной африке с вопо также сохранила большинство на парламических выбрах,0.5385,0.0885,9.9,13
после несчастного случая гибсон был доставлен в больницу но вскоре скончался,после нечаослова случая гибзан был доставлен в больницу но в скорость кончался,0.4545,0.1842,5.88,11
интернет сочетает в себе элементы как массовых так и межличностных коммуникаций,интернации читают себе элементы как масовых так и рнежрешность на маникации,0.6364,0.2911,8.7,11
одна из бомб взорвалась возле офиса генералгубернатора,одна из бонт взорвалась после офиса генерал губернатора,0.5714,0.0926,7.26,7
вчера мартейи привёл к присяге новый временный избирательный совет вис состоящий из девяти участников,вчера марты и прийел к присяге новый временный избирательный совет вис состоящий из девяти участников,0.2143,0.0396,8.46,14
к сожалению сложно изучать интенсивность движения автотранспорта потому что нельзя со стопроцентной вероятностью предсказать поведение водителя,к сожалению сложно изучать интенсивную с движения автотранспорта потому что нельзя с то процентной вероятностью предсказать поведение водителя,0.3125,0.049,10.68,16
в древнем китае использовали уникальный способ обозначения периодов времени каждый этап китая или каждая семья находившаяся у власти были особой династией,в древнем китай использовали уникальный способ обозначения передов времени каждый этап китай или каждое семья находившаяся у власти были особой династей,0.2381,0.0455,15.06,21
получите новую смесь перемешав два сухих порошка в одной емкости а затем чистыми влажными руками слепите из этой смеси шарик,получите новую смесь перемешав два сухих порашков одной емкости а затем чистыми влажными руками слепите из этой смесь и шарик,0.2,0.0403,13.92,20
представьте что лыжный маршрут это пешеходный маршрут,представьте что улышный маршрут это пешеходный маршрут,0.1429,0.0377,6.18,7
использование видеозаписи привело к важным открытиям в сфере интерпретации микровыражений движений лица длительностью несколько миллисекунд,использование видео записи привело к важным откроетям сфере интерпретации микроворожений деженилиция длительность унизка к имели секунд,0.7333,0.1871,9.96,15
в том же месяце другой авиалайнер выкатился за пределы взлетной полосы в мешхеде и врезался в стену погибли семнадцать человек,в то уже месяц и другой авиалайнер выкатился за пределов зерётной полосы меж хейдя и верезлился в стену погибли с человек,0.5,0.2222,9.48,20
большинство зданий по краям комплекса было перестроено чтобы дать туристам более точное представление о том как они выглядели изначально,починство зданий по краям комплекса было перестроено чтобы дать туристом более точное представление о том как они выглядели изначально,0.1053,0.0368,9.54,19
этот осадок требовался для формирования пляжей и песчаных отмелей являвшихся местом обитания диких животных,этот садок требовался для формирования пляжей и пещанных отмелей и влявшихся местом обитания диких животных,0.2857,0.0561,10.38,14
даниэль лантань эксперт оон по вопросам данной болезни заявила что вспышка вероятно была вызвана миротворцами,таней лонтань эксперту он по вопросам данной полезни заявила что спышка вероятно была высвана миротворцами,0.4667,0.1009,8.88,15
профессор памела фергюсон из университета данди отмечает что журналисты похоже и вправду ходят по опасной грани публикуя фотографии и прочие данные о подозреваемых,про кисер помыло фербюссон изза не върстить это дойдет нечаить что журналисты похожи и в правду ходят по опасной грани публиковой фотографии про очереданы опадозреваемых,0.8261,0.2822,11.04,23
взаимосвязь между патологией мозга и поведением используется учёными в их исследованиях,вызвем связь между потологией мозга и поведением используется учеными вих исследованиях,0.5455,0.0805,7.2,11
например самый распространённый в мире формат для статических фотографий 35 мм и именно этот размер был доминирующим размером плёнки на закате аналоговой эры,например самыр с пазтраненной в мире формарле статических фотографий 35 мм именно этот размер был доминирующим размером пленки на закате аналоговой р,0.3478,0.1146,15.0,23
некоторые атомы имеют нестабильное ядро что означает что они склонны распадаться при малом воздействие или без него,некоторые отомы имеют не стабильное и брошто значит что они склонно распадаться в прямолом воздействии или без него,0.5882,0.1478,8.82,17
однако изза медленных каналов связи стили на западе могут отставать на 2530 лет,однако из замелленных канала в связи стерено западим могут отставать на 2530 лет,0.5385,0.1519,6.96,13
во время борьбы за независимость организованной движением мау мирное собрание в городе привело к убийству верховного вождя тупуа тамсесе леалофи iii,время борьбы изза независимость организована и движения мал мирное собрание в городе привело к убийству верховного вождя тупо тк для лови третьего,0.5238,0.2095,12.48,21
прерывание сна это процесс целенаправленного пробуждения во время обычного сна и повторного засыпания через короткое время 1060 минут,при ровании сна это процесс или направленного пробуждения в время обычного сна и повторного засыпания через короткое время 1060 минут,0.2778,0.0677,10.56,18
